,Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id
13777,26,65.00,4623,5194,30.21,89.00,166,25,14,22,4,South Africa,Paarl,3323,37737
13778,17,170.00,4640,5204,30.12,89.16,166,25,14,22,4,South Africa,Kimberley,3325,37737
13779,13,52.00,4653,5229,30.01,88.98,166,25,14,22,4,South Africa,Potchefstroom,3328,37737
13780,69*,113.11,4722,5290,30.46,89.26,166,26,14,23,4,England,Hamilton,3335,37737
13781,74,205.55,4796,5326,30.74,90.04,166,26,14,24,4,England,Napier,3336,37737
13782,79,116.17,4875,5394,31.05,90.37,166,26,14,25,4,England,Auckland,3338,37737
13783,5,41.66,4880,5406,30.88,90.27,166,26,14,25,4,England,Lord's,3360,37737
13784,40*,210.52,4920,5425,31.13,90.69,166,27,14,25,4,England,Southampton,3361,37737
13785,6,50.00,4926,5437,30.98,90.60,166,27,14,25,4,England,Nottingham,3362,37737
13786,18,36.73,4944,5486,30.90,90.12,166,27,14,25,4,Sri Lanka,Cardiff,3366,37737
13788,8,47.05,4952,5503,30.75,89.98,166,27,14,25,4,England,Cardiff,3373,37737
13789,0,0.00,4952,5504,30.56,89.97,166,27,15,25,4,Bangladesh,Dhaka,3423,37737
13790,14,77.77,4966,5522,30.46,89.93,166,27,15,25,4,Bangladesh,Dhaka,3426,37737
13791,51,89.47,5017,5579,30.59,89.92,166,27,15,26,4,West Indies,Auckland,3449,37737
13792,33,300.00,5050,5590,30.60,90.33,166,27,15,26,4,West Indies,Queenstown,3451,37737
13793,14,155.55,5064,5599,30.50,90.44,166,27,15,26,4,West Indies,Nelson,3452,37737
13794,6,42.85,5070,5613,30.35,90.32,166,27,15,26,4,West Indies,Hamilton,3453,37737
13795,30,120.00,5100,5638,30.35,90.45,166,27,15,26,4,India,Napier,3456,37737
13796,0,0.00,5100,5639,30.17,90.44,166,27,16,26,4,India,Hamilton,3458,37737
13797,0,0.00,5100,5642,30.00,90.39,166,27,17,26,4,India,Auckland,3462,37737
13798,49*,136.11,5149,5678,30.28,90.68,166,28,17,26,4,India,Hamilton,3465,37737
13799,23,127.77,5172,5696,30.24,90.80,166,28,17,26,4,India,Wellington,3467,37737
13800,16,76.19,5188,5717,30.16,90.74,166,28,17,26,4,South Africa,Mount Maunganui,3536,37737
13801,12,48.00,5200,5742,30.05,90.56,166,28,17,26,4,South Africa,Mount Maunganui,3537,37737
13803,51,231.81,5251,5764,30.17,91.09,166,28,17,27,4,Sri Lanka,Christchurch,3574,37737
13804,117,118.18,5368,5863,30.67,91.55,166,28,17,27,5,Sri Lanka,Hamilton,3577,37737
13805,28,127.27,5396,5885,30.65,91.69,166,28,17,27,5,Sri Lanka,Auckland,3580,37737
13806,11,100.00,5407,5896,30.54,91.70,166,28,17,27,5,Sri Lanka,Nelson,3585,37737
13807,25,67.56,5432,5933,30.51,91.55,166,28,17,27,5,Sri Lanka,Dunedin,3588,37737
13808,0,0.00,5432,5935,30.34,91.52,166,28,18,27,5,Sri Lanka,Dunedin,3590,37737
13809,17,141.66,5449,5947,30.27,91.62,166,28,18,27,5,Pakistan,Wellington,3596,37737
13810,31,114.81,5480,5974,30.27,91.73,166,28,18,27,5,Pakistan,Napier,3598,37737
13811,65,132.65,5545,6023,30.46,92.06,166,28,18,28,5,Sri Lanka,Christchurch,3599,37737
13812,15,125.00,5560,6035,30.38,92.12,166,28,18,28,5,Scotland,Dunedin,3604,37737
13813,77,308.00,5637,6060,30.63,93.01,166,28,18,29,5,England,Wellington,3607,37737
13814,50,208.33,5687,6084,30.74,93.47,166,28,18,30,5,Australia,Auckland,3617,37737
13815,42,221.05,5729,6103,30.80,93.87,166,28,18,30,5,Afghanistan,Napier,3628,37737
13816,8,100.00,5737,6111,30.67,93.87,166,28,18,30,5,Bangladesh,Hamilton,3634,37737
13817,12,150.00,5749,6119,30.57,93.95,166,28,18,30,5,West Indies,Wellington,3643,37737
13818,59,226.92,5808,6145,30.73,94.51,166,28,18,31,5,South Africa,Auckland,3644,37737
13819,0,0.00,5808,6148,30.56,94.46,166,28,19,31,5,Australia,Melbourne,3646,37737
13820,10,250.00,5818,6152,30.46,94.57,166,28,19,31,5,England,Birmingham,3654,37737
13821,39,177.27,5857,6174,30.50,94.86,166,28,19,31,5,England,The Oval,3655,37737
13822,11,122.22,5868,6183,30.40,94.90,166,28,19,31,5,England,Southampton,3656,37737
13823,35,112.90,5903,6214,30.42,94.99,166,28,19,31,5,England,Nottingham,3657,37737
13824,6,150.00,5909,6218,30.30,95.03,166,28,19,31,5,England,Chester-le-Street,3659,37737
13825,55,220.00,5964,6243,30.42,95.53,166,28,19,32,5,Sri Lanka,Christchurch,3714,37737
13827,0,0.00,5964,6244,30.27,95.51,166,28,20,32,5,Pakistan,Auckland,3730,37737
13828,44,151.72,6008,6273,30.34,95.77,166,28,20,32,5,Australia,Auckland,3731,37737
13829,28,233.33,6036,6285,30.33,96.03,166,28,20,32,5,Australia,Wellington,3733,37737
13830,47,174.07,6083,6312,30.41,96.37,166,28,20,32,5,Australia,Hamilton,3735,37737
13831,39,54.92,39,71,39.00,54.92,39,0,0,0,0,West Indies,Melbourne,248,4169
13832,55,88.70,94,133,47.00,70.67,55,0,0,1,0,West Indies,Melbourne,282,4169
13833,44,77.19,138,190,46.00,72.63,55,0,0,1,0,Sri Lanka,Sydney,283,4169
13834,4,50.00,142,198,35.50,71.71,55,0,0,1,0,West Indies,Brisbane,287,4169
13835,20,48.78,162,239,32.40,67.78,55,0,0,1,0,West Indies,Sydney,289,4169
13836,34,51.51,196,305,32.66,64.26,55,0,0,1,0,Sri Lanka,Melbourne,291,4169
13837,34,57.62,230,364,32.85,63.18,55,0,0,1,0,West Indies,Melbourne,292,4169
13838,3,50.00,233,370,29.12,62.97,55,0,0,1,0,Sri Lanka,Sydney,294,4169
13840,12,50.00,245,394,27.22,62.18,55,0,0,1,0,England,Manchester,329,4169
13841,13,108.33,258,406,25.80,63.54,55,0,0,1,0,England,Birmingham,330,4169
13842,45,95.74,303,453,27.54,66.88,55,0,0,1,0,England,Lord's,331,4169
13844,14,63.63,317,475,26.41,66.73,55,0,0,1,0,India,Brisbane,349,4169
13845,21,58.33,338,511,26.00,66.14,55,0,0,1,0,New Zealand,Sydney,350,4169
13846,23,69.69,361,544,25.78,66.36,55,0,0,1,0,India,Melbourne,351,4169
13847,6,50.00,367,556,24.46,66.00,55,0,0,1,0,New Zealand,Perth,353,4169
13848,83,79.80,450,660,28.12,68.18,83,0,0,2,0,India,Sydney,354,4169
13849,27,54.00,477,710,28.05,67.18,83,0,0,2,0,India,Adelaide,357,4169
13850,10,34.48,487,739,27.05,65.89,83,0,0,2,0,New Zealand,Adelaide,358,4169
13851,64,67.36,551,834,29.00,66.06,83,0,0,3,0,New Zealand,Sydney,359,4169
13852,76,74.50,627,936,31.35,66.98,83,0,0,4,0,India,Melbourne,360,4169
13853,50,54.34,677,1028,32.23,65.85,83,0,0,5,0,India,Sydney,362,4169
13854,44,56.41,721,1106,32.77,65.18,83,0,0,5,0,India,Melbourne,363,4169
13855,13,43.33,734,1136,31.91,64.61,83,0,0,5,0,New Zealand,Dunedin,369,4169
13856,47,81.03,781,1194,32.54,65.41,83,0,0,5,0,New Zealand,Christchurch,371,4169
13857,1,5.88,782,1211,31.28,64.57,83,0,0,5,0,New Zealand,Wellington,372,4169
13858,40,60.60,822,1277,31.61,64.36,83,0,0,5,0,New Zealand,Auckland,373,4169
13859,44,54.32,866,1358,32.07,63.77,83,0,0,5,0,Pakistan,Sharjah,382,4169
13860,111,94.06,977,1476,34.89,66.19,111,0,0,5,1,India,Jaipur,390,4169
13861,0,0.00,977,1481,33.68,65.96,111,0,1,5,1,India,Srinagar,391,4169
13862,26,65.00,1003,1521,33.43,65.94,111,0,1,5,1,India,Hyderabad (Deccan),392,4169
13863,24,92.30,1027,1547,33.12,66.38,111,0,1,5,1,India,Delhi,393,4169
13864,5,41.66,1032,1559,32.25,66.19,111,0,1,5,1,India,Ahmedabad,394,4169
13865,39,86.66,1071,1604,32.45,66.77,111,0,1,5,1,India,Rajkot,395,4169
13866,1,11.11,1072,1613,31.52,66.46,111,0,1,5,1,England,Perth,409,4169
13867,2,25.00,1074,1621,30.68,66.25,111,0,1,5,1,West Indies,Perth,412,4169
13868,71,53.78,1145,1753,31.80,65.31,111,0,1,6,1,Pakistan,Sharjah,443,4169
13869,62,54.86,1207,1866,32.62,64.68,111,0,1,7,1,India,Sharjah,444,4169
13870,73,67.59,1280,1974,33.68,64.84,111,0,1,8,1,England,Sharjah,446,4169
13871,49,72.05,1329,2042,34.07,65.08,111,0,1,8,1,India,Chennai,453,4169
13872,2,13.33,1331,2057,33.27,64.70,111,0,1,8,1,Zimbabwe,Chennai,456,4169
13873,87,90.62,1418,2153,34.58,65.86,111,0,1,9,1,New Zealand,Indore,462,4169
13874,62,105.08,1480,2212,35.23,66.90,111,0,1,10,1,India,Delhi,465,4169
13875,14,50.00,1494,2240,34.74,66.69,111,0,1,10,1,New Zealand,Chandigarh,470,4169
13876,93,92.07,1587,2341,36.06,67.79,111,0,1,11,1,Zimbabwe,Cuttack,471,4169
13877,65,71.42,1652,2432,36.71,67.92,111,0,1,12,1,Pakistan,Lahore,475,4169
13878,75,60.00,1727,2557,37.54,67.54,111,0,1,13,1,England,Kolkata,477,4169
13879,56,69.13,1783,2638,37.93,67.58,111,0,1,14,1,Sri Lanka,Perth,484,4169
13880,44,69.84,1827,2701,38.06,67.64,111,0,1,14,1,New Zealand,Perth,485,4169
13881,9,37.50,1836,2725,37.46,67.37,111,0,1,14,1,New Zealand,Melbourne,488,4169
13882,122,93.84,1958,2855,39.16,68.58,122,0,1,14,2,Sri Lanka,Adelaide,491,4169
13883,1,14.28,1959,2862,38.41,68.44,122,0,1,14,2,Sri Lanka,Melbourne,493,4169
13884,48,102.12,2007,2909,38.59,68.99,122,0,1,14,2,New Zealand,Brisbane,495,4169
13885,15,50.00,2022,2939,38.15,68.79,122,0,1,14,2,Sri Lanka,Sydney,496,4169
13886,8,50.00,2030,2955,37.59,68.69,122,0,1,14,2,New Zealand,Sydney,498,4169
13887,47,63.51,2077,3029,37.76,68.57,122,0,1,14,2,New Zealand,Melbourne,499,4169
13888,43,76.78,2120,3085,37.85,68.71,122,0,1,14,2,New Zealand,Sydney,501,4169
13889,33,52.38,2153,3148,37.77,68.39,122,0,1,14,2,England,Melbourne,503,4169
13890,38,92.68,2191,3189,37.77,68.70,122,0,1,14,2,Pakistan,Lahore,522,4169
13891,27,93.10,2218,3218,37.59,68.92,122,0,1,14,2,Pakistan,Adelaide,537,4169
13892,71,59.16,2289,3338,38.15,68.57,122,0,1,15,2,West Indies,Sydney,539,4169
13893,20,46.51,2309,3381,37.85,68.29,122,0,1,15,2,West Indies,Melbourne,540,4169
13894,24,51.06,2333,3428,37.62,68.05,122,0,1,15,2,Pakistan,Perth,545,4169
13895,8,44.44,2341,3446,37.15,67.93,122,0,1,15,2,West Indies,Melbourne,546,4169
13896,45,70.31,2386,3510,37.28,67.97,122,0,1,15,2,Pakistan,Brisbane,548,4169
13897,11,40.74,2397,3537,36.87,67.76,122,0,1,15,2,Pakistan,Melbourne,549,4169
13898,6,54.54,2403,3548,36.40,67.72,122,0,1,15,2,West Indies,Sydney,550,4169
13899,0,0.00,2403,3557,35.86,67.55,122,0,2,15,2,West Indies,Melbourne,551,4169
13900,36,97.29,2439,3594,35.86,67.86,122,0,2,15,2,West Indies,Sydney,552,4169
13901,16,44.44,2455,3630,35.57,67.63,122,0,2,15,2,West Indies,Sydney,553,4169
13902,5,55.55,2460,3639,35.14,67.60,122,0,2,15,2,England,Manchester,566,4169
13903,28,80.00,2488,3674,35.04,67.71,122,0,2,15,2,England,Nottingham,567,4169
13904,19,111.76,2507,3691,34.81,67.92,122,0,2,15,2,England,Lord's,568,4169
13905,0,0.00,2507,3697,34.34,67.81,122,0,3,15,2,England,Hyderabad (Deccan),575,4169
13906,1,14.28,2508,3704,33.89,67.71,122,0,3,15,2,West Indies,Chennai,578,4169
13907,0,0.00,2508,3708,33.44,67.63,122,0,4,15,2,Pakistan,Mumbai (BS),581,4169
13908,19,44.18,2527,3751,33.25,67.36,122,0,4,15,2,Sri Lanka,Margao,585,4169
13909,49,81.66,2576,3811,33.45,67.59,122,0,4,15,2,India,Bengaluru,587,4169
13910,11,57.89,2587,3830,33.16,67.54,122,0,4,15,2,Sri Lanka,Melbourne,596,4169
13911,49*,67.12,2636,3903,33.79,67.53,122,1,4,15,2,Sri Lanka,Perth,597,4169
13912,39,59.09,2675,3969,33.86,67.39,122,1,4,15,2,Pakistan,Melbourne,599,4169
13913,22,42.30,2697,4021,33.71,67.07,122,1,4,15,2,India,Christchurch,613,4169
13914,67,74.44,2764,4111,34.12,67.23,122,1,4,16,2,New Zealand,Christchurch,615,4169
13915,24*,100.00,2788,4135,34.41,67.42,122,2,4,16,2,India,Hamilton,618,4169
13916,9,90.00,2797,4145,34.10,67.47,122,2,4,16,2,New Zealand,Auckland,619,4169
13917,9,60.00,2806,4160,33.80,67.45,122,2,4,16,2,New Zealand,Auckland,620,4169
13918,92*,98.92,2898,4253,34.91,68.14,122,3,4,17,2,New Zealand,Sharjah,624,4169
13920,30*,166.66,2928,4271,35.27,68.55,122,4,4,17,2,Sri Lanka,Sharjah,630,4169
13921,37,63.79,2965,4329,35.29,68.49,122,4,4,17,2,Pakistan,Sharjah,631,4169
13922,0,0.00,2965,4332,34.88,68.44,122,4,5,17,2,New Zealand,Sydney,642,4169
13923,33,66.00,2998,4382,34.86,68.41,122,4,5,17,2,New Zealand,Adelaide,645,4169
13924,38,80.85,3036,4429,34.89,68.54,122,4,5,17,2,England,Perth,649,4169
13925,5,21.73,3041,4452,34.55,68.30,122,4,5,17,2,New Zealand,Melbourne,650,4169
13926,10,58.82,3051,4469,34.28,68.27,122,4,5,17,2,England,Brisbane,653,4169
13927,2,28.57,3053,4476,33.92,68.20,122,4,5,17,2,New Zealand,Hobart,654,4169
13928,4,17.39,3057,4499,33.59,67.94,122,4,5,17,2,England,Sydney,660,4169
13929,42,65.62,3099,4563,33.68,67.91,122,4,5,17,2,England,Melbourne,662,4169
13930,14*,42.42,3113,4596,33.83,67.73,122,5,5,17,2,New Zealand,Sydney,663,4169
13931,40*,62.50,3153,4660,34.27,67.66,122,6,5,17,2,New Zealand,Melbourne,664,4169
13932,34,50.00,3187,4728,34.26,67.40,122,6,5,17,2,West Indies,Kingston,671,4169
13933,5,55.55,3192,4737,33.95,67.38,122,6,5,17,2,West Indies,Port of Spain,672,4169
13934,9,45.00,3201,4757,33.69,67.29,122,6,5,17,2,West Indies,Georgetown,675,4169
13935,1,6.25,3202,4773,33.35,67.08,122,6,5,17,2,India,Perth,693,4169
13936,102*,60.71,3304,4941,34.41,66.86,122,7,5,17,3,India,Hobart,694,4169
13937,8,24.24,3312,4974,34.14,66.58,122,7,5,17,3,West Indies,Melbourne,695,4169
13938,6,60.00,3318,4984,33.85,66.57,122,7,5,17,3,India,Adelaide,697,4169
13939,61,67.03,3379,5075,34.13,66.58,122,7,5,18,3,West Indies,Sydney,698,4169
13941,77,66.95,3456,5190,34.56,66.58,122,7,5,19,3,West Indies,Brisbane,703,4169
13942,79*,78.21,3535,5291,35.35,66.81,122,8,5,20,3,India,Sydney,705,4169
13943,78,72.89,3613,5398,35.77,66.93,122,8,5,21,3,India,Melbourne,709,4169
13944,20,47.61,3633,5440,35.61,66.78,122,8,5,21,3,India,Sydney,711,4169
13945,100,75.18,3733,5573,36.24,66.98,122,8,5,21,4,New Zealand,Auckland,714,4169
13946,27,84.37,3760,5605,36.15,67.08,122,8,5,21,4,South Africa,Sydney,719,4169
13947,43,71.66,3803,5665,36.21,67.13,122,8,5,21,4,India,Brisbane,725,4169
13948,18,66.66,3821,5692,36.04,67.12,122,8,5,21,4,England,Sydney,731,4169
13949,27*,75.00,3848,5728,36.30,67.17,122,9,5,21,4,Sri Lanka,Adelaide,733,4169
13950,5,33.33,3853,5743,36.00,67.09,122,9,5,21,4,Pakistan,Perth,739,4169
13951,48,57.14,3901,5827,36.12,66.94,122,9,5,21,4,Zimbabwe,Hobart,743,4169
13952,100,68.02,4001,5974,36.70,66.97,122,9,5,21,5,West Indies,Melbourne,749,4169
13953,0,0.00,4001,5977,36.37,66.93,122,9,6,21,5,Sri Lanka,Colombo (PSS),758,4169
13954,35,60.34,4036,6035,36.36,66.87,122,9,6,21,5,Sri Lanka,Colombo (RPS),762,4169
13955,69*,71.87,4105,6131,36.98,66.95,122,10,6,22,5,Sri Lanka,Colombo (RPS),763,4169
13956,6,42.85,4111,6145,36.70,66.89,122,10,6,22,5,West Indies,Perth,769,4169
13957,8,36.36,4119,6167,36.45,66.79,122,10,6,22,5,West Indies,Sydney,771,4169
13958,14,63.63,4133,6189,36.25,66.77,122,10,6,22,5,Pakistan,Hobart,773,4169
13959,40,54.05,4173,6263,36.28,66.62,122,10,6,22,5,Pakistan,Adelaide,777,4169
13960,4,26.66,4177,6278,36.00,66.53,122,10,6,22,5,West Indies,Melbourne,780,4169
13961,3,33.33,4180,6287,35.72,66.48,122,10,6,22,5,West Indies,Brisbane,789,4169
13962,64,65.30,4244,6385,35.96,66.46,122,10,6,23,5,Pakistan,Melbourne,790,4169
13963,50,60.97,4294,6467,36.08,66.39,122,10,6,24,5,Pakistan,Sydney,791,4169
13964,16,43.24,4310,6504,35.91,66.26,122,10,6,24,5,West Indies,Sydney,792,4169
13965,19,38.00,4329,6554,35.77,66.05,122,10,6,24,5,West Indies,Melbourne,793,4169
13966,55,83.33,4384,6620,35.93,66.22,122,10,6,25,5,New Zealand,Christchurch,819,4169
13967,2,14.28,4386,6634,35.65,66.11,122,10,6,25,5,New Zealand,Wellington,822,4169
13968,2,40.00,4388,6639,35.38,66.09,122,10,6,25,5,New Zealand,Hamilton,825,4169
13969,40,51.94,4428,6716,35.42,65.93,122,10,6,25,5,New Zealand,Auckland,827,4169
13970,2,33.33,4430,6722,35.15,65.90,122,10,6,25,5,England,Manchester,830,4169
13971,21,72.41,4451,6751,35.04,65.93,122,10,6,25,5,England,Birmingham,831,4169
13972,73,58.40,4524,6876,35.34,65.79,122,10,6,26,5,England,Lord's,832,4169
13973,1,100.00,4525,6877,35.07,65.79,122,10,6,26,5,South Africa,Melbourne,860,4169
13974,51*,56.66,4576,6967,35.47,65.68,122,11,6,27,5,New Zealand,Adelaide,861,4169
13975,4,28.57,4580,6981,35.23,65.60,122,11,6,27,5,South Africa,Sydney,862,4169
13976,14,46.66,4594,7011,35.06,65.52,122,11,6,27,5,New Zealand,Melbourne,863,4169
13977,45,73.77,4639,7072,35.14,65.59,122,11,6,27,5,South Africa,Brisbane,871,4169
13978,67,55.37,4706,7193,35.38,65.42,122,11,6,28,5,New Zealand,Sydney,872,4169
13979,11,36.66,4717,7223,35.20,65.30,122,11,6,28,5,South Africa,Perth,874,4169
13980,65,59.63,4782,7332,35.42,65.22,122,11,6,29,5,New Zealand,Melbourne,875,4169
13981,45,57.69,4827,7410,35.49,65.14,122,11,6,29,5,South Africa,Melbourne,876,4169
13982,14,38.88,4841,7446,35.33,65.01,122,11,6,29,5,South Africa,Sydney,877,4169
13983,64,65.30,4905,7544,35.54,65.01,122,11,6,30,5,South Africa,Sydney,878,4169
13984,58,71.60,4963,7625,35.70,65.08,122,11,6,31,5,South Africa,Johannesburg,882,4169
13985,2,16.66,4965,7637,35.46,65.01,122,11,6,31,5,South Africa,Centurion,884,4169
13986,76,72.38,5041,7742,35.75,65.11,122,11,6,32,5,South Africa,Port Elizabeth,885,4169
13987,34,37.77,5075,7832,35.73,64.79,122,11,6,32,5,South Africa,Durban,886,4169
13988,30,52.63,5105,7889,35.69,64.71,122,11,6,32,5,South Africa,East London,900,4169
13989,4,36.36,5109,7900,35.47,64.67,122,11,6,32,5,South Africa,Port Elizabeth,901,4169
13990,45,56.96,5154,7979,35.54,64.59,122,11,6,32,5,South Africa,Bloemfontein,903,4169
13991,68,69.38,5222,8077,35.76,64.65,122,11,6,33,5,New Zealand,Sharjah,907,4169
13992,21,46.66,5243,8122,35.66,64.55,122,11,6,33,5,India,Sharjah,910,4169
13993,19,39.58,5262,8170,35.55,64.40,122,11,6,33,5,Pakistan,Colombo (SSC),923,4169
13994,40,72.72,5302,8225,35.58,64.46,122,11,6,33,5,India,Colombo (RPS),924,4169
13995,8,33.33,5310,8249,35.40,64.37,122,11,6,33,5,South Africa,Lahore,928,4169
13996,84*,64.12,5394,8380,35.96,64.36,122,12,6,34,5,Pakistan,Multan,929,4169
13997,43,58.90,5437,8453,36.00,64.32,122,12,6,34,5,South Africa,Faisalabad,932,4169
13998,39,88.63,5476,8497,36.02,64.44,122,12,6,34,5,South Africa,Peshawar,937,4169
13999,21,50.00,5497,8539,35.92,64.37,122,12,6,34,5,Pakistan,Lahore,942,4169
14000,8,26.66,5505,8569,35.74,64.24,122,12,6,34,5,Zimbabwe,Perth,952,4169
14001,64*,98.46,5569,8634,36.16,64.50,122,13,6,35,5,England,Sydney,955,4169
14002,98*,82.35,5667,8753,36.79,64.74,122,14,6,36,5,Zimbabwe,Hobart,957,4169
14003,26,55.31,5693,8800,36.72,64.69,122,14,6,36,5,England,Melbourne,969,4169
14004,1,50.00,5694,8802,36.50,64.68,122,14,6,36,5,South Africa,Wellington,975,4169
14005,44,104.76,5738,8844,36.54,64.88,122,14,6,36,5,New Zealand,Auckland,978,4169
14006,32,59.25,5770,8898,36.51,64.84,122,14,6,36,5,India,Dunedin,979,4169
14007,24*,57.14,5794,8940,36.67,64.80,122,15,6,36,5,New Zealand,Auckland,983,4169
14008,85*,100.00,5879,9025,37.20,65.14,122,16,6,37,5,West Indies,Bridgetown,985,4169
14009,48,64.00,5927,9100,37.27,65.13,122,16,6,37,5,West Indies,Port of Spain,986,4169
14010,4,33.33,5931,9112,37.06,65.08,122,16,6,37,5,West Indies,Port of Spain,987,4169
14011,33,73.33,5964,9157,37.04,65.13,122,16,6,37,5,West Indies,Kingstown,988,4169
14013,6,42.85,6,14,6.00,42.85,6,0,0,0,0,New Zealand,Auckland,723,46973
14014,28,133.33,34,35,17.00,97.14,28,0,0,0,0,Sri Lanka,Wellington,727,46973
14015,22,81.48,56,62,18.66,90.32,28,0,0,0,0,West Indies,Christchurch,730,46973
14016,5,29.41,61,79,15.25,77.21,28,0,0,0,0,Pakistan,Brisbane,735,46973
14017,3*,100.00,64,82,16.00,78.04,28,1,0,0,0,Zimbabwe,Canberra,738,46973
14018,18,78.26,82,105,16.40,78.09,28,1,0,0,0,England,Melbourne,741,46973
14019,7,233.33,89,108,14.83,82.40,28,1,0,0,0,India,Adelaide,745,46973
14020,43,113.15,132,146,18.85,90.41,43,1,0,0,0,England,Sydney,751,46973
14021,17,100.00,149,163,18.62,91.41,43,1,0,0,0,West Indies,Kingston,753,46973
14022,45,63.38,194,234,21.55,82.90,45,1,0,0,0,West Indies,Port of Spain,754,46973
14023,13,46.42,207,262,20.70,79.00,45,1,0,0,0,India,Cape Town,770,46973
14024,13,29.54,220,306,20.00,71.89,45,1,0,0,0,India,Port Elizabeth,772,46973
14025,18,62.06,238,335,19.83,71.04,45,1,0,0,0,India,Centurion,774,46973
14026,42*,75.00,280,391,23.33,71.61,45,2,0,0,0,India,Johannesburg,779,46973
14027,0*,0.00,280,392,23.33,71.42,45,3,0,0,0,India,Bloemfontein,781,46973
14028,16,64.00,296,417,22.76,70.98,45,3,0,0,0,India,Durban,783,46973
14029,37,62.71,333,476,23.78,69.95,45,3,0,0,0,India,East London,784,46973
14030,5,62.50,338,484,22.53,69.83,45,3,0,0,0,Pakistan,Durban,800,46973
14031,46*,59.74,384,561,25.60,68.44,46*,4,0,0,0,West Indies,Port Elizabeth,801,46973
14032,35,102.94,419,595,26.18,70.42,46*,4,0,0,0,Pakistan,East London,803,46973
14033,0,0.00,419,598,24.64,70.06,46*,4,1,0,0,West Indies,Cape Town,804,46973
14034,25,83.33,444,628,24.66,70.70,46*,4,1,0,0,Pakistan,Centurion,806,46973
14035,22,56.41,466,667,24.52,69.86,46*,4,1,0,0,West Indies,Bloemfontein,807,46973
14036,8*,57.14,474,681,24.94,69.60,46*,5,1,0,0,Sri Lanka,Kandy,836,46973
14037,43,68.25,517,744,25.85,69.48,46*,5,1,0,0,Sri Lanka,Colombo (RPS),837,46973
14038,27,42.18,544,808,25.90,67.32,46*,5,1,0,0,Sri Lanka,Colombo (RPS),838,46973
14040,40,95.23,584,850,26.54,68.70,46*,5,1,0,0,West Indies,Mumbai (BS),849,46973
14041,16,59.25,600,877,26.08,68.41,46*,5,1,0,0,Sri Lanka,Guwahati,853,46973
14042,56,77.77,656,949,27.33,69.12,56,5,1,1,0,India,Mohali,855,46973
14043,16,50.00,672,981,26.88,68.50,56,5,1,1,0,India,Kolkata,856,46973
14044,20*,125.00,692,997,27.68,69.40,56,6,1,1,0,Australia,Melbourne,860,46973
14045,4*,21.05,696,1016,27.84,68.50,56,7,1,1,0,Australia,Sydney,862,46973
14046,21,161.53,717,1029,27.57,69.67,56,7,1,1,0,New Zealand,Brisbane,870,46973
14047,46,73.01,763,1092,28.25,69.87,56,7,1,1,0,Australia,Brisbane,871,46973
14048,3,50.00,766,1098,27.35,69.76,56,7,1,1,0,New Zealand,Perth,873,46973
14049,14,50.00,780,1126,26.89,69.27,56,7,1,1,0,Australia,Perth,874,46973
14050,31,83.78,811,1163,27.03,69.73,56,7,1,1,0,Australia,Melbourne,876,46973
14051,52,88.13,863,1222,27.83,70.62,56,7,1,2,0,Australia,Sydney,877,46973
14052,43,63.23,906,1290,28.31,70.23,56,7,1,2,0,Australia,Sydney,878,46973
14053,47*,117.50,953,1330,29.78,71.65,56,8,1,2,0,Australia,Johannesburg,882,46973
14054,44,69.84,997,1393,30.21,71.57,56,8,1,2,0,Australia,Centurion,884,46973
14055,36,80.00,1033,1438,30.38,71.83,56,8,1,2,0,Australia,Port Elizabeth,885,46973
14056,3,15.78,1036,1457,29.60,71.10,56,8,1,2,0,Australia,Durban,886,46973
14057,16,53.33,1052,1487,29.22,70.74,56,8,1,2,0,Australia,East London,900,46973
14058,66,73.33,1118,1577,30.21,70.89,66,8,1,3,0,Australia,Port Elizabeth,901,46973
14059,35,76.08,1153,1623,30.34,71.04,66,8,1,3,0,Australia,Cape Town,902,46973
14060,13,61.90,1166,1644,29.89,70.92,66,8,1,3,0,Australia,Bloemfontein,903,46973
14061,35,67.30,1201,1696,30.02,70.81,66,8,1,3,0,England,Birmingham,919,46973
14062,0,0.00,1201,1697,29.29,70.77,66,8,2,3,0,England,Manchester,920,46973
14063,42,71.18,1243,1756,29.59,70.78,66,8,2,3,0,Australia,Lahore,928,46973
14064,16,40.00,1259,1796,29.27,70.10,66,8,2,3,0,Pakistan,Karachi,930,46973
14065,11,61.11,1270,1814,28.86,70.01,66,8,2,3,0,Australia,Faisalabad,932,46973
14066,33,94.28,1303,1849,28.95,70.47,66,8,2,3,0,Pakistan,Rawalpindi,934,46973
14067,3,30.00,1306,1859,28.39,70.25,66,8,2,3,0,Australia,Peshawar,937,46973
14068,45*,97.82,1351,1905,29.36,70.91,66,9,2,3,0,Pakistan,Faisalabad,940,46973
14069,21,80.76,1372,1931,29.19,71.05,66,9,2,3,0,New Zealand,Cape Town,956,46973
14071,2,50.00,1374,1935,28.62,71.00,66,9,2,3,0,New Zealand,Centurion,960,46973
14072,27,96.42,1401,1963,28.59,71.37,66,9,2,3,0,Sri Lanka,Bloemfontein,963,46973
14073,61,79.22,1462,2040,29.24,71.66,66,9,2,4,0,Pakistan,Durban,964,46973
14074,53,66.25,1515,2120,29.70,71.46,66,9,2,5,0,Sri Lanka,Port Elizabeth,967,46973
