Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id,m1,m2,m3,m4,m5
7.0,77.77,6409.0,7394,35.44,86.77,160.0,31,8,26,12,India,Dhaka,3259,48472,160.0,9.0,27.0,106.0,8.0
20.0,100.00,6416.0,7414,35.36,86.80,160.0,31,8,26,12,Pakistan,Dhaka,3260,48472,9.0,27.0,106.0,8.0,7.0
19.0,86.36,6436.0,7436,35.27,86.80,160.0,31,8,26,12,Bangladesh,Dhaka,3265,48472,27.0,106.0,8.0,7.0,20.0
5.0,55.55,6455.0,7445,35.1,86.76,160.0,31,8,26,12,Pakistan,Pallekele,3272,48472,106.0,8.0,7.0,20.0,19.0
119.0,85.61,6460.0,7584,35.75,86.74,160.0,31,8,26,12,Pakistan,Pallekele,3273,48472,8.0,7.0,20.0,19.0,5.0
24.0,51.06,6579.0,7631,35.69,86.52,160.0,32,8,26,13,Pakistan,Colombo (RPS),3275,48472,7.0,20.0,19.0,5.0,119.0
10.0,66.66,6603.0,7646,35.55,86.48,160.0,32,8,26,13,Pakistan,Colombo (RPS),3277,48472,20.0,19.0,5.0,119.0,24.0
6.0,100.00,6613.0,7652,35.39,86.50,160.0,32,8,26,13,India,Hambantota,3291,48472,19.0,5.0,119.0,24.0,10.0
50.0,102.04,6619.0,7701,35.47,86.59,160.0,32,8,26,13,India,Hambantota,3292,48472,5.0,119.0,24.0,10.0,6.0
4.0,57.14,6669.0,7708,35.3,86.57,160.0,32,8,27,13,India,Colombo (RPS),3293,48472,119.0,24.0,10.0,6.0,50.0
42.0,87.50,6673.0,7756,35.34,86.57,160.0,32,8,27,13,India,Colombo (RPS),3294,48472,24.0,10.0,6.0,50.0,4.0
0.0,0.00,6715.0,7759,35.15,86.54,160.0,32,8,27,13,India,Pallekele,3295,48472,10.0,6.0,50.0,4.0,42.0
37.0,72.54,6715.0,7810,35.16,86.45,160.0,32,9,27,13,New Zealand,Pallekele,3305,48472,6.0,50.0,4.0,42.0,0.0
102.0,107.36,6752.0,7905,35.69,86.70,160.0,32,9,27,13,New Zealand,Pallekele,3306,48472,50.0,4.0,42.0,0.0,37.0
51.0,72.85,6854.0,7975,35.77,86.58,160.0,33,9,27,14,Australia,Melbourne,3317,48472,4.0,42.0,0.0,37.0,102.0
51.0,57.95,6905.0,8063,35.85,86.27,160.0,33,9,28,14,Australia,Adelaide,3319,48472,42.0,0.0,37.0,102.0,51.0
22.0,66.66,6956.0,8096,35.78,86.19,160.0,33,9,29,14,Australia,Brisbane,3321,48472,0.0,37.0,102.0,51.0,51.0
9.0,100.00,6978.0,8105,35.83,86.20,160.0,33,9,29,14,Australia,Sydney,3324,48472,37.0,102.0,51.0,51.0,22.0
19.0,39.58,6987.0,8153,35.74,85.93,160.0,34,9,29,14,Australia,Hobart,3326,48472,102.0,51.0,51.0,22.0,9.0
113.0,104.62,7006.0,8261,36.32,86.17,160.0,34,9,29,14,Bangladesh,Hambantota,3349,48472,51.0,51.0,22.0,9.0,19.0
10.0,111.11,7119.0,8270,36.37,86.20,160.0,35,9,29,15,Bangladesh,Hambantota,3351,48472,51.0,22.0,9.0,19.0,113.0
125.0,97.65,7129.0,8398,36.82,86.37,160.0,36,9,29,15,Bangladesh,Pallekele,3352,48472,22.0,9.0,19.0,113.0,10.0
20.0,111.11,7254.0,8416,36.73,86.43,160.0,36,9,29,16,New Zealand,Cardiff,3366,48472,9.0,19.0,113.0,10.0,125.0
44.0,78.57,7274.0,8472,36.77,86.37,160.0,36,9,29,16,England,The Oval,3370,48472,19.0,113.0,10.0,125.0,20.0
34.0,58.62,7318.0,8530,36.76,86.18,160.0,36,9,29,16,Australia,The Oval,3374,48472,113.0,10.0,125.0,20.0,44.0
18.0,85.71,7352.0,8551,36.85,86.18,160.0,36,9,29,16,India,Cardiff,3376,48472,10.0,125.0,20.0,44.0,34.0
10.0,125.00,7370.0,8559,36.71,86.22,160.0,37,9,29,16,South Africa,Colombo (RPS),3392,48472,125.0,20.0,44.0,34.0,18.0
43.0,67.18,7380.0,8623,36.74,86.08,160.0,37,9,29,16,South Africa,Colombo (RPS),3394,48472,20.0,44.0,34.0,18.0,10.0
6.0,75.00,7423.0,8631,36.59,86.07,160.0,37,9,29,16,South Africa,Pallekele,3398,48472,44.0,34.0,18.0,10.0,43.0
115.0,88.46,7429.0,8761,37.16,86.10,160.0,37,9,29,16,South Africa,Pallekele,3400,48472,34.0,18.0,10.0,43.0,6.0
99.0,90.00,7544.0,8871,37.46,86.15,160.0,38,9,29,17,South Africa,Colombo (RPS),3401,48472,18.0,10.0,43.0,6.0,115.0
81.0,71.05,7643.0,8985,37.67,85.96,160.0,38,9,30,17,New Zealand,Hambantota,3432,48472,10.0,43.0,6.0,115.0,99.0
55.0,76.38,7724.0,9057,37.94,85.88,160.0,38,9,31,17,New Zealand,Hambantota,3434,48472,43.0,6.0,115.0,99.0,81.0
53.0,106.00,7779.0,9107,38.01,85.99,160.0,39,9,32,17,New Zealand,Dambulla,3435,48472,6.0,115.0,99.0,81.0,55.0
30.0,69.76,7832.0,9150,37.98,85.92,160.0,39,9,33,17,Pakistan,Sharjah,3445,48472,115.0,99.0,81.0,55.0,53.0
40.0,83.33,7862.0,9198,37.99,85.90,160.0,39,9,33,17,Pakistan,Dubai (DSC),3446,48472,99.0,81.0,55.0,53.0,30.0
59.0,95.16,7902.0,9260,38.09,85.97,160.0,39,9,33,17,Pakistan,Sharjah,3447,48472,81.0,55.0,53.0,30.0,40.0
8.0,114.28,7961.0,9267,37.94,85.99,160.0,39,9,34,17,Pakistan,Abu Dhabi,3448,48472,55.0,53.0,30.0,40.0,59.0
45.0,65.21,7969.0,9336,37.98,85.83,160.0,39,9,34,17,Pakistan,Abu Dhabi,3450,48472,53.0,30.0,40.0,59.0,8.0
3.0,27.27,8014.0,9347,37.81,85.77,160.0,39,9,34,17,Bangladesh,Dhaka,3469,48472,30.0,40.0,59.0,8.0,45.0
8.0,50.00,8017.0,9363,37.67,85.70,160.0,39,9,34,17,Bangladesh,Dhaka,3470,48472,40.0,59.0,8.0,45.0,3.0
33.0,82.50,8025.0,9403,37.65,85.69,160.0,39,9,34,17,England,The Oval,3492,48472,59.0,8.0,45.0,3.0,8.0
88.0,87.12,8058.0,9504,37.88,85.71,160.0,39,9,34,17,England,Chester-le-Street,3493,48472,8.0,45.0,3.0,8.0,33.0
2.0,18.18,8146.0,9515,37.72,85.63,160.0,39,9,35,17,England,Manchester,3494,48472,45.0,3.0,8.0,33.0,88.0
71.0,65.13,8148.0,9624,37.87,85.40,160.0,39,9,35,17,England,Lord's,3495,48472,3.0,8.0,33.0,88.0,2.0
28.0,121.73,8219.0,9647,37.83,85.48,160.0,39,9,36,17,England,Birmingham,3496,48472,8.0,33.0,88.0,2.0,71.0
40.0,86.95,8247.0,9693,37.84,85.49,160.0,39,9,36,17,South Africa,Colombo (RPS),3500,48472,33.0,88.0,2.0,71.0,28.0
86.0,95.55,8287.0,9783,38.05,85.58,160.0,39,9,36,17,South Africa,Pallekele,3501,48472,88.0,2.0,71.0,28.0,40.0
30.0,125.00,8373.0,9807,38.02,85.68,160.0,39,9,37,17,South Africa,Hambantota,3502,48472,2.0,71.0,28.0,40.0,86.0
6.0,42.85,8403.0,9821,37.87,85.62,160.0,39,9,37,17,Pakistan,Hambantota,3512,48472,71.0,28.0,40.0,86.0,30.0
13.0,130.00,8409.0,9831,37.76,85.66,160.0,39,9,37,17,Pakistan,Hambantota,3515,48472,28.0,40.0,86.0,30.0,6.0
50.0,90.90,8422.0,9886,37.99,85.69,160.0,39,9,37,17,Pakistan,Dambulla,3519,48472,40.0,86.0,30.0,6.0,13.0
18.0,81.81,8472.0,9908,37.9,85.68,160.0,40,9,38,17,India,Cuttack,3539,48472,86.0,30.0,6.0,13.0,50.0
35.0,116.66,8490.0,9938,37.88,85.78,160.0,40,9,38,17,India,Ahmedabad,3540,48472,30.0,6.0,13.0,50.0,18.0
53.0,66.25,8525.0,10018,37.95,85.62,160.0,40,9,38,17,India,Hyderabad (Deccan),3543,48472,6.0,13.0,50.0,18.0,35.0
34.0,103.03,8578.0,10051,37.93,85.68,160.0,40,9,39,17,India,Kolkata,3544,48472,13.0,50.0,18.0,35.0,53.0
35.0,145.83,8612.0,10075,37.92,85.82,160.0,40,9,39,17,India,Ranchi,3547,48472,50.0,18.0,35.0,53.0,34.0
88.0,89.79,8647.0,10173,38.14,85.86,160.0,40,9,39,17,England,Colombo (RPS),3554,48472,18.0,35.0,53.0,34.0,35.0
26.0,113.04,8735.0,10196,38.09,85.92,160.0,40,9,40,17,England,Colombo (RPS),3557,48472,35.0,53.0,34.0,35.0,88.0
23.0,121.05,8761.0,10215,38.02,85.99,160.0,40,9,40,17,England,Hambantota,3561,48472,53.0,34.0,35.0,88.0,26.0
16.0,76.19,8784.0,10236,37.93,85.97,160.0,40,9,40,17,England,Colombo (RPS),3563,48472,34.0,35.0,88.0,26.0,23.0
35.0,112.90,8800.0,10267,37.91,86.05,160.0,40,9,40,17,England,Pallekele,3565,48472,35.0,88.0,26.0,23.0,16.0
68.0,64.76,8835.0,10372,38.04,85.83,160.0,40,9,40,17,England,Pallekele,3567,48472,88.0,26.0,23.0,16.0,35.0
101.0,81.45,8903.0,10496,38.31,85.78,160.0,40,9,41,17,England,Colombo (RPS),3569,48472,26.0,23.0,16.0,35.0,68.0
19.0,45.23,9004.0,10538,38.23,85.62,160.0,40,9,41,18,New Zealand,Christchurch,3574,48472,23.0,16.0,35.0,68.0,101.0
116.0,91.33,9023.0,10665,38.56,85.69,160.0,40,9,41,18,New Zealand,Hamilton,3577,48472,16.0,35.0,68.0,101.0,19.0
44.0,77.19,9139.0,10722,38.58,85.64,160.0,40,9,41,19,New Zealand,Nelson,3585,48472,35.0,68.0,101.0,19.0,116.0
116.0,109.43,9183.0,10828,38.9,85.87,160.0,40,9,41,19,New Zealand,Dunedin,3588,48472,68.0,101.0,19.0,116.0,44.0
21.0,58.33,9299.0,10864,38.83,85.78,160.0,40,9,41,20,New Zealand,Dunedin,3590,48472,101.0,19.0,116.0,44.0,116.0
81.0,82.65,9320.0,10962,39.0,85.75,160.0,40,9,41,20,New Zealand,Wellington,3594,48472,19.0,116.0,44.0,116.0,21.0
24.0,58.53,9401.0,11003,38.94,85.65,160.0,40,9,42,20,New Zealand,Christchurch,3599,48472,116.0,44.0,116.0,21.0,81.0
0.0,0.00,9425.0,11004,38.78,85.65,160.0,40,9,42,20,Afghanistan,Dunedin,3609,48472,44.0,116.0,21.0,81.0,24.0
161.0,110.27,9425.0,11150,39.44,85.97,161.0,40,10,42,20,Bangladesh,Melbourne,3615,48472,116.0,21.0,81.0,24.0,0.0
44.0,80.00,9586.0,11205,39.46,85.94,161.0,41,10,42,21,England,Wellington,3619,48472,21.0,81.0,24.0,0.0,161.0
62.0,103.33,9630.0,11265,39.55,86.03,161.0,41,10,42,21,Australia,Sydney,3629,48472,81.0,24.0,0.0,161.0,44.0
104.0,105.05,9692.0,11364,39.82,86.20,161.0,41,10,43,21,Scotland,Hobart,3632,48472,24.0,0.0,161.0,44.0,62.0
0.0,0.00,9796.0,11371,39.65,86.14,161.0,41,10,43,22,South Africa,Sydney,3640,48472,0.0,161.0,44.0,62.0,104.0
38.0,58.46,9796.0,11436,39.65,85.99,161.0,41,11,43,22,Pakistan,Dambulla,3664,48472,161.0,44.0,62.0,104.0,0.0
47.0,74.60,9834.0,11499,39.68,85.92,161.0,41,11,43,22,Pakistan,Pallekele,3669,48472,44.0,62.0,104.0,0.0,38.0
14.0,66.66,9881.0,11520,39.58,85.89,161.0,41,11,43,22,Pakistan,Colombo (RPS),3670,48472,62.0,104.0,0.0,38.0,47.0
50.0,84.74,9895.0,11579,39.62,85.88,161.0,41,11,43,22,Pakistan,Colombo (RPS),3671,48472,104.0,0.0,38.0,47.0,14.0
62.0,88.57,9945.0,11649,39.71,85.90,161.0,41,11,44,22,Pakistan,Hambantota,3672,48472,0.0,38.0,47.0,14.0,50.0
59.0,184.37,10007.0,11681,39.78,86.17,161.0,41,11,45,22,West Indies,Colombo (RPS),3701,48472,38.0,47.0,14.0,50.0,62.0
17.0,130.76,10066.0,11694,39.69,86.22,161.0,41,11,46,22,West Indies,Colombo (RPS),3702,48472,47.0,14.0,50.0,62.0,59.0
21.0,110.52,10083.0,11713,39.62,86.26,161.0,41,11,46,22,West Indies,Pallekele,3704,48472,14.0,50.0,62.0,59.0,17.0
9.0,90.00,10104.0,11723,39.5,86.26,161.0,41,11,46,22,New Zealand,Christchurch,3714,48472,50.0,62.0,59.0,17.0,21.0
7.0,63.63,10113.0,11734,39.37,86.24,161.0,41,11,46,22,New Zealand,Christchurch,3715,48472,62.0,59.0,17.0,21.0,9.0
91.0,98.91,10120.0,11826,39.57,86.34,161.0,41,11,46,22,New Zealand,Nelson,3717,48472,59.0,17.0,21.0,9.0,7.0
5.0,125.00,10211.0,11830,39.44,86.35,161.0,41,11,47,22,New Zealand,Mount Maunganui,3721,48472,17.0,21.0,9.0,7.0,91.0
22.0,81.48,10216.0,11857,39.37,86.34,161.0,41,11,47,22,Australia,Colombo (RPS),3768,48472,21.0,9.0,7.0,91.0,5.0
10.0,90.90,10238.0,11868,39.26,86.34,161.0,41,11,47,22,Australia,Colombo (RPS),3769,48472,9.0,7.0,91.0,5.0,22.0
42.0,64.61,10248.0,11933,39.27,86.23,161.0,41,11,47,22,Australia,Dambulla,3772,48472,7.0,91.0,5.0,22.0,10.0
29.0,61.70,179.0,296,41.6,70.27,66.0,1,1,2,0,Sri Lanka,Benoni,1317,43650,59.0,66.0,15.0,0.0,39.0
92.0,83.63,208.0,406,50.0,73.89,92.0,1,1,2,0,Australia,Karachi,1365,43650,66.0,15.0,0.0,39.0,29.0
0.0,0.00,300.0,415,42.85,72.28,92.0,1,1,3,0,Australia,Peshawar,1368,43650,15.0,0.0,39.0,29.0,92.0
100.0,90.09,300.0,526,50.0,76.04,100.0,1,2,3,0,Australia,Lahore,1371,43650,0.0,39.0,29.0,92.0,0.0
55.0,69.62,400.0,605,56.87,75.20,100.0,1,2,3,1,Zimbabwe,Gujranwala,1375,43650,39.0,29.0,92.0,0.0,100.0
24.0,58.53,455.0,646,53.22,74.14,100.0,2,2,4,1,Zimbabwe,Sheikhupura,1376,43650,29.0,92.0,0.0,100.0,55.0
2.0,25.00,479.0,654,48.1,73.54,100.0,2,2,4,1,Sri Lanka,Jamshedpur,1411,43650,92.0,0.0,100.0,55.0,24.0
1.0,20.00,481.0,659,43.81,73.14,100.0,2,2,4,1,India,Jaipur,1417,43650,0.0,100.0,55.0,24.0,2.0
21.0,40.38,482.0,711,41.91,70.74,100.0,2,2,4,1,Sri Lanka,Visakhapatnam,1423,43650,100.0,55.0,24.0,2.0,1.0
16.0,76.19,503.0,732,39.92,70.90,100.0,2,2,4,1,India,Bengaluru,1428,43650,55.0,24.0,2.0,1.0,21.0
57.0,70.37,519.0,813,41.14,70.84,100.0,2,2,4,1,India,Sharjah,1430,43650,24.0,2.0,1.0,21.0,16.0
34.0,64.15,576.0,866,40.66,70.43,100.0,2,2,5,1,West Indies,Bristol,1447,43650,2.0,1.0,21.0,16.0,57.0
81.0,68.06,610.0,985,46.06,70.15,100.0,2,2,5,1,Scotland,Chester-le-Street,1453,43650,1.0,21.0,16.0,57.0,34.0
29.0,181.25,691.0,1001,45.0,71.92,100.0,3,2,6,1,Australia,Leeds,1458,43650,21.0,16.0,57.0,34.0,81.0
17.0,62.96,720.0,1028,43.35,71.69,100.0,3,2,6,1,South Africa,Nottingham,1474,43650,16.0,57.0,34.0,81.0,29.0
25.0,67.56,737.0,1065,42.33,71.54,100.0,3,2,6,1,West Indies,Toronto,1500,43650,57.0,34.0,81.0,29.0,17.0
104.0,91.22,762.0,1179,48.11,73.45,104.0,3,2,6,1,West Indies,Toronto,1501,43650,34.0,81.0,29.0,17.0,25.0
8.0,53.33,866.0,1194,48.55,73.19,104.0,4,2,6,2,West Indies,Toronto,1502,43650,81.0,29.0,17.0,25.0,104.0
48.0,85.71,874.0,1250,48.52,73.76,104.0,5,2,6,2,West Indies,Sharjah,1513,43650,29.0,17.0,25.0,104.0,8.0
48.0,53.33,922.0,1340,48.5,72.38,104.0,5,2,6,2,Sri Lanka,Sharjah,1514,43650,17.0,25.0,104.0,8.0,48.0
3.0,20.00,970.0,1355,46.33,71.80,104.0,5,2,6,2,Sri Lanka,Sharjah,1516,43650,25.0,104.0,8.0,48.0,48.0
71.0,154.34,973.0,1401,49.71,74.51,104.0,5,2,6,2,West Indies,Sharjah,1517,43650,104.0,8.0,48.0,48.0,3.0
5.0,29.41,1044.0,1418,47.68,73.97,104.0,6,2,7,2,Sri Lanka,Sharjah,1519,43650,8.0,48.0,48.0,3.0,71.0
0.0,0.00,1049.0,1419,45.6,73.92,104.0,6,2,7,2,Australia,Brisbane,1536,43650,48.0,48.0,3.0,71.0,5.0
63.0,75.90,1049.0,1502,46.33,74.03,104.0,6,3,7,2,India,Brisbane,1537,43650,48.0,3.0,71.0,5.0,0.0
20.0,39.21,1112.0,1553,45.28,72.89,104.0,6,3,8,2,Australia,Melbourne,1541,43650,3.0,71.0,5.0,0.0,63.0
10.0,43.47,1132.0,1576,43.92,72.46,104.0,6,3,8,2,Australia,Sydney,1542,43650,71.0,5.0,0.0,63.0,20.0
45.0,86.53,1142.0,1628,43.96,72.91,104.0,6,3,8,2,India,Hobart,1543,43650,5.0,0.0,63.0,20.0,10.0
12.0,66.66,1187.0,1646,42.82,72.84,104.0,6,3,8,2,Australia,Melbourne,1545,43650,0.0,63.0,20.0,10.0,45.0
19.0,52.77,1199.0,1682,42.0,72.41,104.0,6,3,8,2,India,Adelaide,1547,43650,63.0,20.0,10.0,45.0,12.0
18.0,81.81,1218.0,1704,41.2,72.53,104.0,6,3,8,2,India,Perth,1550,43650,20.0,10.0,45.0,12.0,19.0
14.0,34.14,1236.0,1745,40.32,71.63,104.0,6,3,8,2,Australia,Melbourne,1554,43650,10.0,45.0,12.0,19.0,18.0
41.0,56.16,1250.0,1818,40.34,71.01,104.0,6,3,8,2,Australia,Sydney,1556,43650,45.0,12.0,19.0,18.0,14.0
6.0,40.00,1291.0,1833,39.3,70.75,104.0,6,3,8,2,Sri Lanka,Karachi,1559,43650,12.0,19.0,18.0,14.0,41.0
68.0,78.16,1297.0,1920,40.14,71.09,104.0,6,3,8,2,Sri Lanka,Gujranwala,1561,43650,19.0,18.0,14.0,41.0,6.0
7.0,28.00,1365.0,1945,39.2,70.53,104.0,6,3,9,2,Sri Lanka,Lahore,1566,43650,18.0,14.0,41.0,6.0,68.0
17.0,47.22,1372.0,1981,38.58,70.11,104.0,6,3,9,2,India,Sharjah,1578,43650,14.0,41.0,6.0,68.0,7.0
15.0,78.94,1389.0,2000,37.94,70.20,104.0,6,3,9,2,South Africa,Sharjah,1579,43650,41.0,6.0,68.0,7.0,17.0
56.0,87.50,1404.0,2064,39.45,70.73,104.0,6,3,9,2,India,Sharjah,1580,43650,6.0,68.0,7.0,17.0,15.0
65.0,73.86,1460.0,2152,40.13,70.86,104.0,7,3,10,2,South Africa,Sharjah,1582,43650,68.0,7.0,17.0,15.0,56.0
26.0,57.77,1525.0,2197,39.76,70.59,104.0,7,3,11,2,South Africa,Sharjah,1583,43650,7.0,17.0,15.0,56.0,65.0
21.0,51.21,1551.0,2238,39.3,70.24,104.0,7,3,11,2,Zimbabwe,St John's,1586,43650,17.0,15.0,56.0,65.0,26.0
0.0,0.00,1572.0,2241,38.34,70.14,104.0,7,3,11,2,West Indies,Kingstown,1588,43650,15.0,56.0,65.0,26.0,21.0
0.0,0.00,1572.0,2249,37.42,69.89,104.0,7,4,11,2,Zimbabwe,St George's,1590,43650,56.0,65.0,26.0,21.0,0.0
56.0,73.68,1572.0,2325,37.86,70.02,104.0,7,5,11,2,West Indies,St George's,1592,43650,65.0,26.0,21.0,0.0,0.0
8.0,53.33,1628.0,2340,37.18,69.91,104.0,7,5,12,2,West Indies,Bridgetown,1593,43650,26.0,21.0,0.0,0.0,56.0
0.0,0.00,1636.0,2341,36.35,69.88,104.0,7,5,12,2,West Indies,Port of Spain,1594,43650,21.0,0.0,0.0,56.0,8.0
4.0,23.52,1636.0,2358,35.65,69.55,104.0,7,6,12,2,West Indies,Port of Spain,1595,43650,0.0,0.0,56.0,8.0,0.0
80.0,76.92,1640.0,2462,36.59,69.86,104.0,7,6,12,2,Bangladesh,Dhaka,1599,43650,0.0,56.0,8.0,0.0,4.0
100.0,89.28,1720.0,2574,38.72,70.70,104.0,7,6,13,2,India,Dhaka,1600,43650,56.0,8.0,0.0,4.0,80.0
90.0,69.23,1820.0,2704,40.63,70.63,104.0,8,6,13,3,Sri Lanka,Dhaka,1601,43650,8.0,0.0,4.0,80.0,100.0
25.0,46.29,1910.0,2758,40.31,70.15,104.0,9,6,14,3,Sri Lanka,Dhaka,1602,43650,0.0,4.0,80.0,100.0,90.0
0.0,0.00,1935.0,2759,39.48,70.13,104.0,9,6,14,3,Sri Lanka,Galle,1603,43650,4.0,80.0,100.0,90.0,25.0
2.0,18.18,1935.0,2770,38.74,69.92,104.0,9,7,14,3,South Africa,Colombo (RPS),1606,43650,80.0,100.0,90.0,25.0,0.0
39.0,70.90,1937.0,2825,38.74,69.94,104.0,9,7,14,3,Sri Lanka,Colombo (RPS),1608,43650,100.0,90.0,25.0,0.0,2.0
2.0,40.00,1976.0,2830,38.03,69.89,104.0,9,7,14,3,South Africa,Colombo (SSC),1612,43650,90.0,25.0,0.0,2.0,39.0
46.0,104.54,1978.0,2874,38.18,70.42,104.0,9,7,14,3,New Zealand,Singapore,1623,43650,25.0,0.0,2.0,39.0,2.0
7.0,38.88,2024.0,2892,37.61,70.22,104.0,9,7,14,3,South Africa,Singapore,1624,43650,0.0,2.0,39.0,2.0,46.0
8.0,66.66,2031.0,2904,37.07,70.21,104.0,9,7,14,3,South Africa,Singapore,1626,43650,2.0,39.0,2.0,46.0,7.0
42.0,50.00,2039.0,2988,37.83,69.64,104.0,9,7,14,3,Sri Lanka,Nairobi (Gym),1634,43650,39.0,2.0,46.0,7.0,8.0
24.0,55.81,2081.0,3031,37.58,69.44,104.0,10,7,14,3,New Zealand,Nairobi (Gym),1637,43650,2.0,46.0,7.0,8.0,42.0
35.0,54.68,2105.0,3095,37.54,69.14,104.0,10,7,14,3,England,Karachi,1645,43650,46.0,7.0,8.0,42.0,24.0
39.0,53.42,2140.0,3168,38.22,68.78,104.0,10,7,14,3,England,Lahore,1649,43650,7.0,8.0,42.0,24.0,35.0
31.0,34.44,2179.0,3258,38.1,67.83,104.0,11,7,14,3,England,Rawalpindi,1653,43650,8.0,42.0,24.0,35.0,39.0
30.0,58.82,2210.0,3309,38.62,67.69,104.0,11,7,14,3,New Zealand,Auckland,1689,43650,42.0,24.0,35.0,39.0,31.0
9.0,30.00,2240.0,3339,38.11,67.35,104.0,12,7,14,3,New Zealand,Napier,1690,43650,24.0,35.0,39.0,31.0,30.0
47.0,97.91,2249.0,3387,38.26,67.78,104.0,12,7,14,3,New Zealand,Wellington,1691,43650,35.0,39.0,31.0,30.0,9.0
6.0,37.50,2296.0,3403,37.73,67.64,104.0,12,7,14,3,New Zealand,Christchurch,1692,43650,39.0,31.0,30.0,9.0,47.0
68.0,93.15,2302.0,3476,38.22,68.18,104.0,12,7,14,3,New Zealand,Dunedin,1693,43650,31.0,30.0,9.0,47.0,6.0
12.0,66.66,2370.0,3494,37.8,68.17,104.0,12,7,15,3,England,Birmingham,1719,43650,30.0,9.0,47.0,6.0,68.0
91.0,88.34,2382.0,3597,39.25,68.75,104.0,12,7,15,3,Australia,Cardiff,1720,43650,9.0,47.0,6.0,68.0,12.0
81.0,68.06,2473.0,3716,39.9,68.72,104.0,13,7,16,3,England,Lord's,1722,43650,47.0,6.0,68.0,12.0,91.0
24.0,32.43,2554.0,3790,39.66,68.02,104.0,13,7,17,3,England,Leeds,1724,43650,6.0,68.0,12.0,91.0,81.0
44.0,78.57,2578.0,3846,39.72,68.17,104.0,13,7,17,3,Australia,Nottingham,1725,43650,68.0,12.0,91.0,81.0,24.0
11.0,29.72,2622.0,3883,39.29,67.80,104.0,13,7,17,3,Australia,Lord's,1728,43650,12.0,91.0,81.0,24.0,44.0
47.0,65.27,2633.0,3955,39.41,67.76,104.0,13,7,17,3,Sri Lanka,Sharjah,1767,43650,91.0,81.0,24.0,44.0,11.0
26.0,70.27,2680.0,3992,39.21,67.78,104.0,13,7,17,3,Zimbabwe,Sharjah,1768,43650,81.0,24.0,44.0,11.0,47.0
41.0,61.19,2706.0,4059,39.24,67.67,104.0,13,7,17,3,Zimbabwe,Sharjah,1770,43650,24.0,44.0,11.0,47.0,26.0
11.0,57.89,2747.0,4078,38.84,67.63,104.0,13,7,17,3,Sri Lanka,Sharjah,1771,43650,44.0,11.0,47.0,26.0,41.0
40.0,57.97,2758.0,4147,38.86,67.47,104.0,13,7,17,3,Sri Lanka,Sharjah,1772,43650,11.0,47.0,26.0,41.0,11.0
7.0,43.75,2798.0,4163,38.42,67.37,104.0,13,7,17,3,Bangladesh,Chattogram,1790,43650,47.0,26.0,41.0,11.0,40.0
112.0,103.70,2805.0,4271,39.95,68.29,112.0,13,7,17,3,Bangladesh,Dhaka,1793,43650,26.0,41.0,11.0,40.0,7.0
39.0,50.64,2917.0,4348,39.94,67.98,112.0,14,7,17,4,West Indies,Sharjah,1807,43650,41.0,11.0,40.0,7.0,112.0
1.0,12.50,2956.0,4356,39.42,67.88,112.0,14,7,17,4,West Indies,Sharjah,1808,43650,11.0,40.0,7.0,112.0,39.0
20.0,86.95,2957.0,4379,39.17,67.98,112.0,14,7,17,4,West Indies,Sharjah,1810,43650,40.0,7.0,112.0,39.0,1.0
0.0,0.00,2977.0,4384,38.66,67.90,112.0,14,7,17,4,Sri Lanka,Sharjah,1825,43650,7.0,112.0,39.0,1.0,20.0
15.0,60.00,2977.0,4409,38.35,67.86,112.0,14,8,17,4,New Zealand,Sharjah,1828,43650,112.0,39.0,1.0,20.0,0.0
38.0,59.37,2992.0,4473,38.35,67.73,112.0,14,8,17,4,Sri Lanka,Sharjah,1829,43650,39.0,1.0,20.0,0.0,15.0
24.0,82.75,3030.0,4502,38.17,67.83,112.0,14,8,17,4,New Zealand,Sharjah,1831,43650,1.0,20.0,0.0,15.0,38.0
129.0,98.47,3054.0,4633,39.29,68.70,129.0,14,8,17,4,Sri Lanka,Sharjah,1832,43650,20.0,0.0,15.0,38.0,24.0
125.0,80.64,3183.0,4788,40.34,69.08,129.0,14,8,17,5,New Zealand,Karachi,1833,43650,0.0,15.0,38.0,24.0,129.0
3.0,100.00,3308.0,4791,39.89,69.10,129.0,14,8,17,6,New Zealand,Rawalpindi,1834,43650,15.0,38.0,24.0,129.0,125.0
53.0,103.92,3311.0,4842,40.04,69.47,129.0,14,8,17,6,New Zealand,Lahore,1835,43650,38.0,24.0,129.0,125.0,3.0
19.0,50.00,3364.0,4880,39.8,69.32,129.0,14,8,18,6,Australia,Melbourne (Docklands),1842,43650,24.0,129.0,125.0,3.0,53.0
29.0,51.78,3383.0,4936,39.67,69.12,129.0,14,8,18,6,Australia,Melbourne (Docklands),1844,43650,129.0,125.0,3.0,53.0,19.0
61.0,72.61,3412.0,5020,40.38,69.18,129.0,14,8,18,6,Australia,Brisbane,1846,43650,125.0,3.0,53.0,19.0,29.0
19.0,50.00,3473.0,5058,40.13,69.03,129.0,15,8,19,6,South Africa,Tangier,1860,43650,3.0,53.0,19.0,29.0,61.0
32.0,58.18,3492.0,5113,40.04,68.92,129.0,15,8,19,6,Sri Lanka,Tangier,1861,43650,53.0,19.0,29.0,61.0,19.0
