Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id,m1,m2,m3,m4,m5
53.0,103.92,4395.0,4957,40.8,89.73,153.0,2,10,23,14,Bangladesh,Nottingham,4166,5334,66.0,6.0,36.0,82.0,153.0
100.0,86.20,4448.0,5073,41.34,89.65,153.0,2,10,24,14,England,Lord's,4173,5334,6.0,36.0,82.0,153.0,53.0
8.0,53.33,4548.0,5088,41.04,89.54,153.0,2,10,24,15,New Zealand,Lord's,4178,5334,36.0,82.0,153.0,53.0,100.0
3.0,75.00,4556.0,5092,40.7,89.53,153.0,2,10,24,15,South Africa,Manchester,4188,5334,82.0,153.0,53.0,100.0,8.0
0.0,0.00,4559.0,5093,40.34,89.51,153.0,2,10,24,15,England,Birmingham,4191,5334,153.0,53.0,100.0,8.0,3.0
110.0,96.49,4559.0,5207,41.31,89.66,153.0,2,11,24,15,India,Mumbai,4231,5334,53.0,100.0,8.0,3.0,0.0
33.0,68.75,4669.0,5255,41.24,89.47,153.0,3,11,24,16,India,Rajkot,4232,5334,100.0,8.0,3.0,0.0,110.0
19.0,73.07,4702.0,5281,41.05,89.39,153.0,3,11,24,16,India,Bengaluru,4233,5334,8.0,3.0,0.0,110.0,33.0
10.0,83.33,4721.0,5293,40.78,89.38,153.0,3,11,24,16,South Africa,Paarl,4248,5334,3.0,0.0,110.0,33.0,19.0
69.0,79.31,4731.0,5380,41.02,89.21,153.0,3,11,24,16,South Africa,Bloemfontein,4252,5334,0.0,110.0,33.0,19.0,10.0
22.0,45.83,4800.0,5428,40.86,88.83,153.0,3,11,25,16,South Africa,Potchefstroom,4254,5334,110.0,33.0,19.0,10.0,69.0
60.0,80.00,4822.0,5503,41.02,88.71,153.0,3,11,25,16,New Zealand,Sydney,4255,5334,33.0,19.0,10.0,69.0,22.0
16.0,64.00,4882.0,5528,40.81,88.60,153.0,3,11,26,16,England,Manchester,4259,5334,19.0,10.0,69.0,22.0,60.0
73.0,69.52,4898.0,5633,41.08,88.24,153.0,3,11,26,16,England,Manchester,4260,5334,10.0,69.0,22.0,60.0,16.0
12.0,133.33,4971.0,5642,40.84,88.31,153.0,3,11,27,16,England,Manchester,4261,5334,69.0,22.0,60.0,16.0,73.0
114.0,91.93,4983.0,5766,41.43,88.39,153.0,3,11,27,16,India,Sydney,4265,5334,22.0,60.0,16.0,73.0,12.0
60.0,86.95,5097.0,5835,41.58,88.38,153.0,3,11,27,17,India,Sydney,4266,5334,60.0,16.0,73.0,12.0,114.0
75.0,91.46,5157.0,5917,41.85,88.42,153.0,3,11,28,17,India,Canberra,4267,5334,16.0,73.0,12.0,114.0,60.0
1.0,25.00,214.0,327,53.75,65.74,50.0,1,0,2,0,Zimbabwe,Harare,1906,41378,28.0,50.0,39.0,50.0,47.0
0.0,0.00,215.0,331,43.0,64.95,50.0,2,0,2,0,Zimbabwe,Harare,1907,41378,50.0,39.0,50.0,47.0,1.0
42.0,76.36,215.0,386,42.83,66.58,50.0,2,1,2,0,Kenya,Sharjah,1999,41378,39.0,50.0,47.0,1.0,0.0
21.0,123.52,257.0,403,39.71,68.98,50.0,2,1,2,0,New Zealand,Lahore,2068,41378,50.0,47.0,1.0,0.0,42.0
4.0,30.76,278.0,416,35.25,67.78,50.0,2,1,2,0,New Zealand,Lahore,2071,41378,47.0,1.0,0.0,42.0,21.0
23.0,60.52,282.0,454,33.88,67.18,50.0,2,1,2,0,Zimbabwe,Peshawar,2184,41378,1.0,0.0,42.0,21.0,4.0
20.0,57.14,305.0,489,32.5,66.46,50.0,2,1,2,0,South Africa,Lahore,2633,41378,0.0,42.0,21.0,4.0,23.0
21.0,100.00,325.0,510,31.45,67.84,50.0,2,1,2,0,South Africa,Lahore,2635,41378,42.0,21.0,4.0,23.0,20.0
29.0,90.62,346.0,542,34.09,69.18,50.0,2,1,2,0,South Africa,Faisalabad,2637,41378,21.0,4.0,23.0,20.0,21.0
7.0,36.84,375.0,561,31.83,68.09,50.0,3,1,2,0,South Africa,Multan,2639,41378,4.0,23.0,20.0,21.0,29.0
19.0,63.33,382.0,591,30.84,67.85,50.0,3,1,2,0,South Africa,Lahore,2642,41378,23.0,20.0,21.0,29.0,7.0
27.0,103.84,401.0,617,30.57,69.36,50.0,3,1,2,0,India,Guwahati,2643,41378,20.0,21.0,29.0,7.0,19.0
49.0,111.36,428.0,661,31.8,72.16,50.0,3,1,2,0,India,Mohali,2644,41378,21.0,29.0,7.0,19.0,27.0
38.0,80.85,477.0,708,32.18,72.74,50.0,3,1,2,0,India,Kanpur,2645,41378,29.0,7.0,19.0,27.0,49.0
40.0,102.56,515.0,747,32.64,74.29,50.0,3,1,2,0,India,Gwalior,2646,41378,7.0,19.0,27.0,49.0,38.0
22.0,129.41,555.0,764,32.05,75.52,50.0,3,1,2,0,India,Jaipur,2647,41378,19.0,27.0,49.0,38.0,40.0
55.0,144.73,577.0,802,35.11,78.80,55.0,3,1,2,0,Zimbabwe,Karachi,2662,41378,27.0,49.0,38.0,40.0,22.0
20.0,40.00,632.0,852,34.31,76.52,55.0,4,1,3,0,Zimbabwe,Hyderabad (Sind),2663,41378,49.0,38.0,40.0,22.0,55.0
44.0,88.00,652.0,902,34.8,77.16,55.0,4,1,3,0,Zimbabwe,Multan,2665,41378,38.0,40.0,22.0,55.0,20.0
31.0,96.87,696.0,934,36.35,77.83,55.0,4,1,3,0,Zimbabwe,Sheikhupura,2669,41378,40.0,22.0,55.0,20.0,44.0
38.0,140.74,727.0,961,36.42,79.60,55.0,5,1,3,0,Bangladesh,Lahore,2696,41378,22.0,55.0,20.0,44.0,31.0
10.0,90.90,765.0,972,35.22,79.73,55.0,5,1,3,0,Bangladesh,Lahore,2700,41378,55.0,20.0,44.0,31.0,38.0
35.0,159.09,775.0,994,35.21,81.48,55.0,5,1,3,0,Bangladesh,Karachi,2703,41378,20.0,44.0,31.0,38.0,10.0
39.0,177.27,810.0,1016,35.37,83.56,55.0,5,1,3,0,Bangladesh,Dhaka,2704,41378,44.0,31.0,38.0,10.0,35.0
24.0,85.71,849.0,1044,34.92,83.62,55.0,5,1,3,0,India,Dhaka,2705,41378,31.0,38.0,10.0,35.0,39.0
33.0,157.14,873.0,1065,34.84,85.07,55.0,5,1,3,0,India,Dhaka,2707,41378,38.0,10.0,35.0,39.0,24.0
2.0,25.00,906.0,1073,33.62,84.62,55.0,5,1,3,0,Hong Kong,Karachi,2712,41378,10.0,35.0,39.0,24.0,33.0
31.0,119.23,908.0,1099,34.77,85.44,55.0,5,1,3,0,India,Karachi,2717,41378,35.0,39.0,24.0,33.0,2.0
76.0,108.57,939.0,1169,36.25,86.82,76.0,6,1,3,0,Sri Lanka,Karachi,2723,41378,39.0,24.0,33.0,2.0,31.0
70.0,112.90,1015.0,1231,38.75,88.13,76.0,6,1,4,0,India,Karachi,2730,41378,24.0,33.0,2.0,31.0,76.0
7.0,100.00,1085.0,1238,37.65,88.20,76.0,7,1,5,0,West Indies,Abu Dhabi,2773,41378,33.0,2.0,31.0,76.0,70.0
52.0,59.09,1092.0,1326,38.13,86.27,76.0,7,1,5,0,West Indies,Abu Dhabi,2775,41378,2.0,31.0,76.0,70.0,7.0
79.0,86.81,1144.0,1417,40.76,86.30,79.0,7,1,6,0,West Indies,Abu Dhabi,2776,41378,31.0,76.0,70.0,7.0,52.0
1.0,50.00,1223.0,1419,39.48,86.25,79.0,8,1,7,0,Sri Lanka,Karachi,2800,41378,76.0,70.0,7.0,52.0,79.0
0.0,0.00,1224.0,1426,38.25,85.83,79.0,8,1,7,0,Sri Lanka,Lahore,2803,41378,70.0,7.0,52.0,79.0,1.0
30.0,44.11,1224.0,1494,39.18,83.93,79.0,8,2,7,0,Australia,Dubai (DSC),2845,41378,7.0,52.0,79.0,1.0,0.0
12.0,54.54,1254.0,1516,38.36,83.50,79.0,9,2,7,0,Australia,Dubai (DSC),2846,41378,52.0,79.0,1.0,0.0,30.0
9.0,69.23,1266.0,1529,37.5,83.38,79.0,9,2,7,0,Australia,Abu Dhabi,2847,41378,79.0,1.0,0.0,30.0,12.0
34.0,45.33,1275.0,1604,37.4,81.60,79.0,9,2,7,0,Australia,Abu Dhabi,2848,41378,1.0,0.0,30.0,12.0,9.0
76.0,93.82,1309.0,1685,39.57,82.19,79.0,9,2,7,0,Australia,Abu Dhabi,2849,41378,0.0,30.0,12.0,9.0,34.0
9.0,39.13,1385.0,1708,38.72,81.61,79.0,10,2,8,0,Sri Lanka,Dambulla,2864,41378,30.0,12.0,9.0,34.0,76.0
9.0,90.00,1394.0,1718,37.91,81.66,79.0,10,2,8,0,Sri Lanka,Colombo (RPS),2868,41378,12.0,9.0,34.0,76.0,9.0
73.0,89.02,1403.0,1800,39.89,82.00,79.0,10,2,8,0,Sri Lanka,Colombo (RPS),2870,41378,9.0,34.0,76.0,9.0,9.0
6.0,27.27,1476.0,1822,39.0,81.33,79.0,11,2,9,0,West Indies,Johannesburg,2894,41378,34.0,76.0,9.0,9.0,73.0
41.0,77.35,1482.0,1875,39.05,81.22,79.0,11,2,9,0,Australia,Centurion,2903,41378,76.0,9.0,9.0,73.0,6.0
14.0,56.00,1523.0,1900,38.42,80.89,79.0,11,2,9,0,South Africa,Abu Dhabi,3062,41378,9.0,9.0,73.0,6.0,41.0
17.0,60.71,1537.0,1928,37.9,80.60,79.0,11,2,9,0,South Africa,Abu Dhabi,3063,41378,9.0,73.0,6.0,41.0,14.0
50.0,56.81,1554.0,2016,38.19,79.56,79.0,11,2,9,0,New Zealand,Wellington,3085,41378,73.0,6.0,41.0,14.0,17.0
35.0,54.68,1604.0,2080,38.11,78.79,79.0,11,2,10,0,New Zealand,Christchurch,3090,41378,6.0,41.0,14.0,17.0,50.0
93.0,102.19,1639.0,2171,40.27,79.77,93.0,11,2,10,0,New Zealand,Napier,3093,41378,41.0,14.0,17.0,50.0,35.0
25.0,56.81,1732.0,2215,39.93,79.32,93.0,12,2,11,0,New Zealand,Hamilton,3095,41378,14.0,17.0,50.0,35.0,93.0
65.0,94.20,1757.0,2284,40.48,79.77,93.0,12,2,11,0,Kenya,Hambantota,3105,41378,17.0,50.0,35.0,93.0,25.0
83.0,91.20,1822.0,2375,42.33,80.21,93.0,12,2,12,0,Sri Lanka,Colombo (RPS),3109,41378,50.0,35.0,93.0,25.0,65.0
37.0,54.41,1905.0,2443,42.21,79.49,93.0,13,2,13,0,Canada,Colombo (RPS),3116,41378,35.0,93.0,25.0,65.0,83.0
7.0,22.58,1942.0,2474,41.46,78.77,93.0,13,2,13,0,New Zealand,Pallekele,3123,41378,93.0,25.0,65.0,83.0,37.0
0.0,0.00,1949.0,2475,40.6,78.74,93.0,13,2,13,0,Australia,Colombo (RPS),3139,41378,25.0,65.0,83.0,37.0,7.0
56.0,73.68,1949.0,2551,40.91,78.59,93.0,13,3,13,0,India,Mohali,3147,41378,65.0,83.0,37.0,7.0,0.0
73.0,81.11,2005.0,2641,42.4,78.68,93.0,13,3,14,0,West Indies,Gros Islet,3152,41378,83.0,37.0,7.0,0.0,56.0
43.0,100.00,2078.0,2684,43.28,79.02,93.0,14,3,15,0,West Indies,Gros Islet,3153,41378,37.0,7.0,0.0,56.0,73.0
62.0,56.88,2121.0,2793,44.55,78.15,93.0,15,3,15,0,West Indies,Bridgetown,3154,41378,7.0,0.0,56.0,73.0,43.0
5.0,71.42,2183.0,2800,43.76,78.14,93.0,16,3,16,0,West Indies,Bridgetown,3155,41378,0.0,56.0,73.0,43.0,62.0
1.0,20.00,2188.0,2805,42.92,78.03,93.0,16,3,16,0,West Indies,Providence,3156,41378,56.0,73.0,43.0,62.0,5.0
4.0,100.00,2189.0,2809,43.0,78.07,93.0,16,3,16,0,Ireland,Belfast,3157,41378,73.0,43.0,62.0,5.0,1.0
32.0,60.37,2193.0,2862,42.78,77.74,93.0,17,3,16,0,Ireland,Belfast,3158,41378,43.0,62.0,5.0,1.0,4.0
54.0,84.37,2225.0,2926,43.0,77.88,93.0,17,3,16,0,Zimbabwe,Bulawayo,3188,41378,62.0,5.0,1.0,4.0,32.0
29.0,103.57,2279.0,2954,43.54,78.13,93.0,17,3,17,0,Zimbabwe,Harare,3194,41378,5.0,1.0,4.0,32.0,54.0
21.0,39.62,2308.0,3007,43.12,77.45,93.0,18,3,17,0,Sri Lanka,Dubai (DSC),3213,41378,1.0,4.0,32.0,54.0,29.0
7.0,50.00,2329.0,3021,42.47,77.32,93.0,18,3,17,0,Sri Lanka,Dubai (DSC),3214,41378,4.0,32.0,54.0,29.0,21.0
16.0,47.05,2336.0,3055,42.0,76.98,93.0,18,3,17,0,Sri Lanka,Sharjah,3215,41378,32.0,54.0,29.0,21.0,7.0
66.0,66.66,2352.0,3154,42.42,76.66,93.0,18,3,17,0,Sri Lanka,Abu Dhabi,3216,41378,54.0,29.0,21.0,7.0,16.0
16.0,34.78,2418.0,3200,42.7,76.06,93.0,18,3,18,0,Bangladesh,Dhaka,3218,41378,29.0,21.0,7.0,16.0,66.0
37.0,67.27,2434.0,3255,42.6,75.91,93.0,19,3,18,0,Bangladesh,Dhaka,3220,41378,21.0,7.0,16.0,66.0,16.0
47.0,52.80,2471.0,3344,42.67,75.29,93.0,19,3,18,0,Bangladesh,Chattogram,3222,41378,7.0,16.0,66.0,16.0,37.0
40.0,72.72,2518.0,3399,43.35,75.25,93.0,19,3,18,0,Afghanistan,Sharjah,3236,41378,16.0,66.0,16.0,37.0,47.0
14.0,48.27,2558.0,3428,42.86,75.02,93.0,20,3,18,0,England,Abu Dhabi,3238,41378,66.0,16.0,37.0,47.0,40.0
47.0,79.66,2572.0,3487,42.93,75.10,93.0,20,3,18,0,England,Abu Dhabi,3240,41378,16.0,37.0,47.0,40.0,14.0
1.0,16.66,2619.0,3493,42.25,75.00,93.0,20,3,18,0,England,Dubai (DSC),3243,41378,37.0,47.0,40.0,14.0,47.0
46.0,88.46,2620.0,3545,42.31,75.20,93.0,20,3,18,0,England,Dubai (DSC),3247,41378,47.0,40.0,14.0,47.0,1.0
8.0,61.53,2666.0,3558,41.78,75.15,93.0,20,3,18,0,Bangladesh,Dhaka,3258,41378,40.0,14.0,47.0,1.0,46.0
72.0,77.41,2674.0,3651,42.9,75.21,93.0,20,3,18,0,Sri Lanka,Dhaka,3260,41378,14.0,47.0,1.0,46.0,8.0
4.0,80.00,2746.0,3656,42.96,75.21,93.0,21,3,19,0,India,Dhaka,3263,41378,47.0,1.0,46.0,8.0,72.0
13.0,56.52,2750.0,3679,42.5,75.10,93.0,22,3,19,0,Bangladesh,Dhaka,3267,41378,1.0,46.0,8.0,72.0,4.0
30.0,37.97,2763.0,3758,42.31,74.32,93.0,22,3,19,0,Sri Lanka,Pallekele,3272,41378,46.0,8.0,72.0,4.0,13.0
27.0,77.14,2793.0,3793,42.08,74.34,93.0,22,3,19,0,Sri Lanka,Pallekele,3273,41378,8.0,72.0,4.0,13.0,30.0
0.0,-,2820.0,3793,42.08,74.34,93.0,22,2,19,0,Sri Lanka,Colombo (RPS),3274,41378,72.0,4.0,13.0,30.0,27.0
57.0,74.02,2820.0,3870,42.3,74.34,93.0,23,3,19,0,Sri Lanka,Colombo (RPS),3275,41378,4.0,13.0,30.0,27.0,0.0
32.0,66.66,2877.0,3918,42.15,74.24,93.0,23,3,20,0,Sri Lanka,Colombo (RPS),3277,41378,13.0,30.0,27.0,0.0,57.0
26.0,54.16,2909.0,3966,41.92,74.00,93.0,23,3,20,0,Australia,Sharjah,3299,41378,30.0,27.0,0.0,57.0,32.0
35.0,102.94,2935.0,4000,42.42,74.25,93.0,23,3,20,0,Australia,Abu Dhabi,3301,41378,27.0,0.0,57.0,32.0,26.0
25.0,64.10,2970.0,4039,42.18,74.15,93.0,24,3,20,0,Australia,Sharjah,3303,41378,0.0,57.0,32.0,26.0,35.0
16.0,66.66,2995.0,4063,41.81,74.10,93.0,24,3,20,0,India,Chennai,3314,41378,57.0,32.0,26.0,35.0,25.0
2.0,40.00,3011.0,4068,41.27,74.06,93.0,24,3,20,0,India,Kolkata,3315,41378,32.0,26.0,35.0,25.0,16.0
39.0,47.56,3013.0,4150,41.24,73.54,93.0,24,3,20,0,India,Delhi,3316,41378,26.0,35.0,25.0,16.0,2.0
38.0,86.36,3052.0,4194,41.2,73.67,93.0,24,3,20,0,South Africa,Bloemfontein,3343,41378,35.0,25.0,16.0,2.0,39.0
57.0,76.00,3090.0,4269,41.96,73.71,93.0,24,3,20,0,South Africa,Centurion,3346,41378,25.0,16.0,2.0,39.0,38.0
28.0,112.00,3147.0,4294,41.77,73.94,93.0,25,3,21,0,South Africa,Johannesburg,3347,41378,16.0,2.0,39.0,38.0,57.0
80.0,86.02,3175.0,4387,42.27,74.19,93.0,25,3,21,0,South Africa,Durban,3348,41378,2.0,39.0,38.0,57.0,28.0
24.0,52.17,3255.0,4433,42.03,73.96,93.0,25,3,22,0,South Africa,Benoni,3350,41378,39.0,38.0,57.0,28.0,80.0
83.0,103.75,3279.0,4513,43.1,74.49,93.0,25,3,22,0,Scotland,Edinburgh,3356,41378,38.0,57.0,28.0,80.0,24.0
0.0,-,3362.0,4513,42.55,74.49,93.0,26,3,23,0,Ireland,Dublin,3357,41378,57.0,28.0,80.0,24.0,83.0
24.0,52.17,3362.0,4559,42.32,74.27,93.0,26,4,23,0,Ireland,Dublin,3358,41378,28.0,80.0,24.0,83.0,0.0
96.0,75.59,3386.0,4686,43.52,74.30,96.0,26,4,23,0,West Indies,The Oval,3364,41378,80.0,24.0,83.0,0.0,24.0
55.0,73.33,3482.0,4761,43.66,74.29,96.0,27,4,24,0,South Africa,Birmingham,3367,41378,24.0,83.0,0.0,24.0,96.0
22.0,66.66,3537.0,4794,43.4,74.23,96.0,27,4,25,0,India,Birmingham,3372,41378,83.0,0.0,24.0,96.0,55.0
52.0,42.97,3559.0,4915,43.5,73.46,96.0,27,4,25,0,West Indies,Providence,3389,41378,0.0,24.0,96.0,55.0,22.0
17.0,41.46,3611.0,4956,43.19,73.20,96.0,27,4,26,0,West Indies,Providence,3390,41378,24.0,96.0,55.0,22.0,52.0
75.0,66.96,3628.0,5068,43.56,73.06,96.0,27,4,26,0,West Indies,Gros Islet,3391,41378,96.0,55.0,22.0,52.0,17.0
53.0,123.25,3703.0,5111,44.18,73.48,96.0,27,4,27,0,West Indies,Gros Islet,3393,41378,55.0,22.0,52.0,17.0,75.0
63.0,67.74,3756.0,5204,44.4,73.38,96.0,28,4,28,0,West Indies,Gros Islet,3396,41378,22.0,52.0,17.0,75.0,53.0
83.0,97.64,3819.0,5289,45.37,73.77,96.0,28,4,29,0,Zimbabwe,Harare,3404,41378,52.0,17.0,75.0,53.0,63.0
3.0,13.04,3902.0,5312,44.88,73.51,96.0,29,4,30,0,Zimbabwe,Harare,3406,41378,17.0,75.0,53.0,63.0,83.0
67.0,78.82,3905.0,5397,45.13,73.59,96.0,29,4,30,0,Zimbabwe,Harare,3408,41378,75.0,53.0,63.0,83.0,3.0
31.0,63.26,3972.0,5446,44.97,73.50,96.0,29,4,31,0,South Africa,Sharjah,3425,41378,53.0,63.0,83.0,3.0,67.0
25.0,56.81,4003.0,5490,44.75,73.36,96.0,29,4,31,0,South Africa,Dubai (DSC),3427,41378,63.0,83.0,3.0,67.0,31.0
19.0,52.77,4028.0,5526,44.47,73.23,96.0,29,4,31,0,South Africa,Abu Dhabi,3430,41378,83.0,3.0,67.0,31.0,25.0
65.0,85.52,4047.0,5602,44.69,73.40,96.0,29,4,31,0,South Africa,Abu Dhabi,3431,41378,3.0,67.0,31.0,25.0,19.0
18.0,72.00,4112.0,5627,44.4,73.39,96.0,29,4,32,0,South Africa,Sharjah,3433,41378,67.0,31.0,25.0,19.0,65.0
13.0,68.42,4130.0,5646,44.07,73.37,96.0,29,4,32,0,South Africa,Cape Town,3438,41378,31.0,25.0,19.0,65.0,18.0
12.0,80.00,4143.0,5661,43.73,73.39,96.0,29,4,32,0,South Africa,Port Elizabeth,3440,41378,25.0,19.0,65.0,18.0,13.0
79.0,73.83,4155.0,5768,44.56,73.40,96.0,29,4,32,0,South Africa,Centurion,3441,41378,19.0,65.0,18.0,13.0,12.0
59.0,95.16,4234.0,5830,45.18,73.63,96.0,30,4,33,0,Sri Lanka,Dubai (DSC),3446,41378,65.0,18.0,13.0,12.0,79.0
40.0,153.84,4293.0,5856,45.13,73.99,96.0,31,4,34,0,Sri Lanka,Sharjah,3447,41378,18.0,13.0,12.0,79.0,59.0
51.0,68.91,4333.0,5930,45.19,73.92,96.0,31,4,34,0,Sri Lanka,Abu Dhabi,3450,41378,13.0,12.0,79.0,59.0,40.0
73.0,86.90,4384.0,6014,45.47,74.11,96.0,31,4,35,0,Sri Lanka,Fatullah,3473,41378,12.0,79.0,59.0,40.0,51.0
0.0,-,4457.0,6014,45.02,74.11,96.0,31,4,36,0,Afghanistan,Fatullah,3475,41378,79.0,59.0,40.0,51.0,73.0
1.0,25.00,4457.0,6018,44.58,74.07,96.0,31,5,36,0,India,Dhaka,3479,41378,59.0,40.0,51.0,73.0,0.0
4.0,100.00,4458.0,6022,44.17,74.09,96.0,31,5,36,0,Bangladesh,Dhaka,3482,41378,40.0,51.0,73.0,0.0,1.0
65.0,66.32,4462.0,6120,44.38,73.97,96.0,31,5,36,0,Sri Lanka,Dhaka,3486,41378,51.0,73.0,0.0,1.0,4.0
13.0,59.09,4527.0,6142,44.07,73.91,96.0,31,5,37,0,Sri Lanka,Hambantota,3512,41378,73.0,0.0,1.0,4.0,65.0
36.0,70.58,4540.0,6193,44.0,73.88,96.0,31,5,37,0,Sri Lanka,Hambantota,3515,41378,0.0,1.0,4.0,65.0,13.0
18.0,60.00,4576.0,6223,43.75,73.82,96.0,31,5,37,0,Sri Lanka,Dambulla,3519,41378,1.0,4.0,65.0,13.0,36.0
0.0,0.00,4594.0,6224,43.33,73.81,96.0,31,5,37,0,Australia,Sharjah,3530,41378,4.0,65.0,13.0,36.0,18.0
15.0,51.72,4594.0,6253,43.07,73.70,96.0,31,6,37,0,Australia,Dubai (DSC),3532,41378,65.0,13.0,36.0,18.0,0.0
13.0,56.52,4609.0,6276,42.79,73.64,96.0,31,6,37,0,New Zealand,Dubai (DSC),3564,41378,13.0,36.0,18.0,0.0,15.0
47.0,72.30,4622.0,6341,42.83,73.63,96.0,31,6,37,0,New Zealand,Sharjah,3566,41378,36.0,18.0,0.0,15.0,13.0
58.0,66.66,4669.0,6428,42.97,73.53,96.0,31,6,37,0,New Zealand,Wellington,3596,41378,18.0,0.0,15.0,13.0,47.0
45.0,88.23,4727.0,6479,42.99,73.65,96.0,31,6,38,0,New Zealand,Napier,3598,41378,0.0,15.0,13.0,47.0,58.0
76.0,90.47,4772.0,6563,43.28,73.86,96.0,31,6,38,0,India,Adelaide,3602,41378,15.0,13.0,47.0,58.0,45.0
7.0,33.33,4848.0,6584,42.96,73.73,96.0,31,6,39,0,West Indies,Christchurch,3608,41378,13.0,47.0,58.0,45.0,76.0
73.0,60.33,4855.0,6705,43.22,73.49,96.0,31,6,39,0,Zimbabwe,Brisbane,3620,41378,47.0,58.0,45.0,76.0,7.0
65.0,132.65,4928.0,6754,43.41,73.92,96.0,31,6,40,0,U.A.E.,Napier,3622,41378,58.0,45.0,76.0,7.0,73.0
56.0,65.11,4993.0,6840,43.52,73.81,96.0,31,6,41,0,South Africa,Auckland,3626,41378,45.0,76.0,7.0,73.0,65.0
39.0,84.78,5049.0,6886,43.48,73.88,96.0,31,6,42,0,Ireland,Adelaide,3639,41378,76.0,7.0,73.0,65.0,56.0
34.0,57.62,5088.0,6945,43.4,73.75,96.0,31,6,42,0,Australia,Adelaide,3642,41378,7.0,73.0,65.0,56.0,39.0
60.0,85.71,29.0,126,14.83,70.63,60.0,0,2,0,0,Zimbabwe,Bloemfontein,2415,44932,4.0,22.0,3.0,0.0,0.0
31.0,79.48,89.0,165,20.0,72.72,60.0,0,2,1,0,Zimbabwe,East London,2418,44932,22.0,3.0,0.0,0.0,60.0
24.0,133.33,120.0,183,24.0,78.68,60.0,1,2,1,0,Zimbabwe,Potchefstroom,2420,44932,3.0,0.0,0.0,60.0,31.0
11.0,73.33,144.0,198,22.14,78.28,60.0,2,2,1,0,India,Belfast,2592,44932,0.0,0.0,60.0,31.0,24.0
40.0,67.79,155.0,257,24.37,75.87,60.0,2,2,1,0,India,Belfast,2593,44932,0.0,60.0,31.0,24.0,11.0
0.0,0.00,195.0,258,21.66,75.58,60.0,2,2,1,0,India,Belfast,2595,44932,60.0,31.0,24.0,11.0,40.0
3.0,33.33,195.0,267,19.8,74.15,60.0,2,3,1,0,Zimbabwe,Bulawayo,2612,44932,31.0,24.0,11.0,40.0,0.0
24.0,77.41,198.0,298,22.2,74.49,60.0,2,3,1,0,Zimbabwe,Harare,2614,44932,24.0,11.0,40.0,0.0,3.0
6.0,75.00,222.0,306,20.72,74.50,60.0,3,3,1,0,Zimbabwe,Harare,2615,44932,11.0,40.0,0.0,3.0,24.0
44.0,68.75,228.0,370,22.66,73.51,60.0,3,3,1,0,Pakistan,Lahore,2642,44932,40.0,0.0,3.0,24.0,6.0
46.0,77.96,272.0,429,24.46,74.12,60.0,3,3,1,0,New Zealand,Durban,2648,44932,0.0,3.0,24.0,6.0,44.0
23.0,71.87,318.0,461,24.35,73.96,60.0,3,3,1,0,New Zealand,Port Elizabeth,2650,44932,3.0,24.0,6.0,44.0,46.0
1.0,16.66,341.0,467,22.8,73.23,60.0,3,3,1,0,New Zealand,Cape Town,2652,44932,24.0,6.0,44.0,46.0,23.0
79.0,89.77,342.0,555,28.06,75.85,79.0,3,3,1,0,West Indies,Centurion,2661,44932,6.0,44.0,46.0,23.0,1.0
68.0,83.95,421.0,636,30.56,76.88,79.0,4,3,2,0,West Indies,Cape Town,2664,44932,44.0,46.0,23.0,1.0,79.0
36.0,72.00,489.0,686,32.81,76.53,79.0,4,3,3,0,West Indies,Port Elizabeth,2666,44932,46.0,23.0,1.0,79.0,68.0
44.0,73.33,525.0,746,33.47,76.27,79.0,5,3,3,0,West Indies,Durban,2668,44932,23.0,1.0,79.0,68.0,36.0
49.0,52.68,569.0,839,36.35,73.65,79.0,5,3,3,0,Bangladesh,Dhaka,2691,44932,1.0,79.0,68.0,36.0,44.0
0.0,0.00,618.0,843,36.35,73.30,79.0,6,2,3,0,Bangladesh,Dhaka,2692,44932,79.0,68.0,36.0,44.0,49.0
18.0,54.54,618.0,876,35.33,72.60,79.0,7,3,3,0,England,Leeds,2748,44932,68.0,36.0,44.0,49.0,0.0
8.0,266.66,636.0,879,33.89,73.26,79.0,7,3,3,0,England,Nottingham,2754,44932,36.0,44.0,49.0,0.0,18.0
18.0,54.54,644.0,912,33.1,72.58,79.0,7,3,3,0,England,The Oval,2757,44932,44.0,49.0,0.0,18.0,8.0
20.0,111.11,662.0,930,32.47,73.33,79.0,7,3,3,0,England,Lord's,2759,44932,49.0,0.0,18.0,8.0,18.0
90.0,102.27,682.0,1018,35.09,75.83,90.0,7,3,3,0,Kenya,Bloemfontein,2769,44932,0.0,18.0,8.0,18.0,20.0
10.0,52.63,772.0,1037,35.54,75.40,90.0,7,3,4,0,Kenya,Kimberley,2770,44932,18.0,8.0,18.0,20.0,90.0
36.0,92.30,782.0,1076,35.56,76.02,90.0,8,3,4,0,Bangladesh,Potchefstroom,2771,44932,8.0,18.0,20.0,90.0,10.0
71.0,76.34,818.0,1169,37.04,76.04,90.0,8,3,4,0,Australia,Melbourne,2795,44932,18.0,20.0,90.0,10.0,36.0
35.0,102.94,889.0,1203,36.96,76.80,90.0,8,3,5,0,Australia,Hobart,2796,44932,20.0,90.0,10.0,36.0,71.0
