Match Runs,Total Runs,Ave,Career SR,HS,Opposition,Ground,m1,m2,m3,m4,m5,Records,class
18.0,4549.0,35.13,81.67,153.0,West Indies,Centurion,41.0,34.0,10.0,10.0,7.0,410,1.0
15.0,4567.0,34.97,81.67,153.0,West Indies,Johannesburg,34.0,10.0,10.0,7.0,18.0,410,1.0
43.0,4582.0,35.03,81.61,153.0,New Zealand,Auckland,10.0,10.0,7.0,18.0,15.0,410,3.0
0.0,4625.0,34.77,81.58,153.0,New Zealand,Christchurch,10.0,7.0,18.0,15.0,43.0,410,1.0
69.0,4625.0,35.02,81.87,153.0,New Zealand,Wellington,7.0,18.0,15.0,43.0,0.0,405,4.0
16.0,4694.0,34.88,81.75,153.0,New Zealand,Dunedin,18.0,15.0,43.0,0.0,69.0,415,1.0
13.0,4710.0,34.72,81.86,153.0,New Zealand,Auckland,15.0,43.0,0.0,69.0,16.0,415,1.0
3.0,4723.0,34.49,81.83,153.0,New Zealand,Napier,43.0,0.0,69.0,16.0,13.0,415,1.0
0.0,4726.0,34.24,81.65,153.0,Sri Lanka,Colombo (RPS),0.0,69.0,16.0,13.0,3.0,415,1.0
7.0,4726.0,34.05,81.53,153.0,Sri Lanka,Colombo (RPS),69.0,16.0,13.0,3.0,0.0,410,1.0
49.0,4733.0,34.15,81.22,153.0,Sri Lanka,Dambulla,16.0,13.0,3.0,0.0,7.0,410,3.0
27.0,4782.0,34.1,81.31,153.0,Sri Lanka,Dambulla,13.0,3.0,0.0,7.0,49.0,410,2.0
6.0,4809.0,33.9,81.27,153.0,Sri Lanka,Colombo (SSC),3.0,0.0,7.0,49.0,27.0,410,1.0
4.0,4815.0,33.69,81.19,153.0,Bangladesh,Birmingham,0.0,7.0,49.0,27.0,6.0,410,1.0
101.0,4819.0,34.16,81.05,153.0,West Indies,The Oval,7.0,49.0,27.0,6.0,4.0,410,6.0
2.0,4920.0,33.94,81.03,153.0,England,Johannesburg,49.0,27.0,6.0,4.0,101.0,430,1.0
78.0,4922.0,34.24,80.97,153.0,England,Bloemfontein,27.0,6.0,4.0,101.0,2.0,430,4.0
50.0,5000.0,34.35,80.99,153.0,England,Port Elizabeth,6.0,4.0,101.0,2.0,78.0,440,3.0
100.0,5050.0,34.79,81.1,153.0,England,Cape Town,4.0,101.0,2.0,78.0,50.0,450,6.0
8.0,5150.0,34.61,81.07,153.0,England,East London,101.0,2.0,78.0,50.0,100.0,470,1.0
118.0,5158.0,35.17,81.23,153.0,England,Durban,2.0,78.0,50.0,100.0,8.0,470,6.0
0.0,5276.0,34.94,81.2,153.0,England,Centurion,78.0,50.0,100.0,8.0,118.0,490,1.0
40.0,5276.0,34.97,81.23,153.0,Zimbabwe,Johannesburg,50.0,100.0,8.0,118.0,0.0,485,3.0
75.0,5316.0,35.23,81.47,153.0,Zimbabwe,Durban,100.0,8.0,118.0,0.0,40.0,485,4.0
21.0,5391.0,35.14,81.42,153.0,Zimbabwe,Port Elizabeth,8.0,118.0,0.0,40.0,75.0,495,2.0
40.0,5412.0,35.4,81.58,153.0,West Indies,Kingston,118.0,0.0,40.0,75.0,21.0,495,3.0
44.0,5452.0,35.68,81.54,153.0,West Indies,Kingston,0.0,40.0,75.0,21.0,40.0,500,3.0
11.0,5496.0,35.52,81.63,153.0,West Indies,Bridgetown,40.0,75.0,21.0,40.0,44.0,505,1.0
25.0,5507.0,35.46,81.17,153.0,New Zealand,Bloemfontein,75.0,21.0,40.0,44.0,11.0,505,2.0
33.0,5532.0,35.44,81.02,153.0,New Zealand,Cape Town,21.0,40.0,44.0,11.0,25.0,505,2.0
81.0,5565.0,35.73,81.09,153.0,New Zealand,Port Elizabeth,40.0,44.0,11.0,25.0,33.0,505,5.0
16.0,5646.0,35.61,81.01,153.0,Australia,Brisbane,44.0,11.0,25.0,33.0,81.0,515,1.0
7.0,5662.0,35.43,80.92,153.0,Sri Lanka,Brisbane,11.0,25.0,33.0,81.0,16.0,515,1.0
39.0,5669.0,35.45,80.87,153.0,Australia,Melbourne (Docklands),25.0,33.0,81.0,16.0,7.0,515,2.0
68.0,5708.0,35.65,81.08,153.0,Sri Lanka,Adelaide,33.0,81.0,16.0,7.0,39.0,515,4.0
4.0,5776.0,35.46,81.05,153.0,Sri Lanka,Perth,81.0,16.0,7.0,39.0,68.0,525,1.0
33.0,5780.0,35.44,81.06,153.0,Australia,Melbourne (Docklands),16.0,7.0,39.0,68.0,4.0,525,2.0
46.0,5813.0,35.5,81.09,153.0,Australia,Sydney,7.0,39.0,68.0,4.0,33.0,525,3.0
0.0,5859.0,35.29,81.05,153.0,Sri Lanka,Hobart,39.0,68.0,4.0,33.0,46.0,525,1.0
0.0,5859.0,35.08,81.04,153.0,Australia,Centurion,68.0,4.0,33.0,46.0,0.0,520,1.0
66.0,5859.0,35.26,81.16,153.0,Australia,Cape Town,4.0,33.0,46.0,0.0,0.0,515,4.0
16.0,5925.0,35.15,81.05,153.0,Australia,Port Elizabeth,33.0,46.0,0.0,0.0,66.0,525,1.0
1.0,5941.0,34.95,80.95,153.0,Australia,Durban,46.0,0.0,0.0,66.0,16.0,525,1.0
175.0,5942.0,35.77,82.09,175.0,Australia,Johannesburg,0.0,0.0,66.0,16.0,1.0,525,6.0
2.0,6117.0,35.57,82.07,175.0,Zimbabwe,Bloemfontein,0.0,66.0,16.0,1.0,175.0,545,1.0
0.0,6119.0,35.36,82.05,175.0,New Zealand,Mumbai (BS),66.0,16.0,1.0,175.0,2.0,545,1.0
16.0,6119.0,35.25,82.07,175.0,Sri Lanka,Ahmedabad,16.0,1.0,175.0,2.0,0.0,540,1.0
0.0,6135.0,35.05,82.06,175.0,Pakistan,Mohali,1.0,175.0,2.0,0.0,16.0,540,1.0
77.0,6135.0,35.29,82.1,175.0,West Indies,Jaipur,175.0,2.0,0.0,16.0,0.0,535,4.0
2.0,6212.0,35.1,81.97,175.0,India,Durban,2.0,0.0,16.0,0.0,77.0,545,1.0
35.0,6214.0,35.1,82.0,175.0,India,Cape Town,0.0,16.0,0.0,77.0,2.0,545,2.0
93.0,6249.0,35.62,81.9,175.0,India,Port Elizabeth,16.0,0.0,77.0,2.0,35.0,545,5.0
14.0,6342.0,35.5,81.93,175.0,Pakistan,Durban,0.0,77.0,2.0,35.0,93.0,560,1.0
72.0,6356.0,35.71,82.44,175.0,Netherlands,Basseterre,77.0,2.0,35.0,93.0,14.0,560,4.0
17.0,6428.0,35.6,82.45,175.0,Australia,Basseterre,2.0,35.0,93.0,14.0,72.0,570,1.0
31.0,6445.0,35.58,82.31,175.0,Sri Lanka,Providence,35.0,93.0,14.0,72.0,17.0,570,2.0
6.0,6476.0,35.42,82.23,175.0,Ireland,Providence,93.0,14.0,72.0,17.0,31.0,570,1.0
56.0,6482.0,35.72,82.33,175.0,Bangladesh,Providence,14.0,72.0,17.0,31.0,6.0,570,3.0
61.0,6538.0,36.06,82.68,175.0,West Indies,St George's,72.0,17.0,31.0,6.0,56.0,585,4.0
60.0,6599.0,36.19,82.4,175.0,New Zealand,St George's,17.0,31.0,6.0,56.0,61.0,600,4.0
39.0,6659.0,36.2,82.38,175.0,Australia,Gros Islet,31.0,6.0,56.0,61.0,60.0,610,2.0
2.0,6698.0,36.02,82.37,175.0,Ireland,Belfast,6.0,56.0,61.0,60.0,39.0,610,1.0
5.0,6700.0,35.85,82.36,175.0,India,Belfast,56.0,61.0,60.0,39.0,2.0,610,1.0
17.0,6705.0,35.75,82.28,175.0,India,Belfast,61.0,60.0,39.0,2.0,5.0,610,1.0
56.0,6722.0,35.86,82.29,175.0,India,Belfast,60.0,39.0,2.0,5.0,17.0,610,3.0
111.0,6778.0,36.25,82.64,175.0,Zimbabwe,Harare,39.0,2.0,5.0,17.0,56.0,620,6.0
102.0,6889.0,36.6,82.59,175.0,Pakistan,Lahore,2.0,5.0,17.0,56.0,111.0,640,6.0
0.0,6991.0,36.41,82.58,175.0,Pakistan,Lahore,5.0,17.0,56.0,111.0,102.0,660,1.0
19.0,6991.0,36.32,82.55,175.0,Pakistan,Faisalabad,17.0,56.0,111.0,102.0,0.0,655,1.0
39.0,7010.0,36.33,82.67,175.0,Pakistan,Multan,56.0,111.0,102.0,0.0,19.0,655,2.0
54.0,7049.0,36.42,82.71,175.0,Pakistan,Lahore,111.0,102.0,0.0,19.0,39.0,655,3.0
0.0,7103.0,36.23,82.69,175.0,New Zealand,Port Elizabeth,102.0,0.0,19.0,39.0,54.0,665,1.0
119.0,7103.0,36.65,83.1,175.0,New Zealand,Cape Town,0.0,19.0,39.0,54.0,0.0,660,6.0
5.0,7222.0,36.5,83.06,175.0,West Indies,Cape Town,19.0,39.0,54.0,0.0,119.0,680,1.0
15.0,7227.0,36.39,83.05,175.0,West Indies,Port Elizabeth,39.0,54.0,0.0,119.0,5.0,680,1.0
39.0,7242.0,36.4,83.01,175.0,West Indies,Durban,54.0,0.0,119.0,5.0,15.0,680,2.0
102.0,7281.0,36.73,83.37,175.0,West Indies,Johannesburg,0.0,119.0,5.0,15.0,39.0,680,6.0
57.0,7383.0,36.83,83.23,175.0,Bangladesh,Chattogram,119.0,5.0,15.0,39.0,102.0,700,3.0
3.0,7440.0,36.66,83.13,175.0,Bangladesh,Dhaka,5.0,15.0,39.0,102.0,57.0,710,1.0
10.0,7443.0,36.53,83.08,175.0,Bangladesh,Dhaka,15.0,39.0,102.0,57.0,3.0,710,1.0
37.0,7453.0,36.53,83.09,175.0,England,Leeds,39.0,102.0,57.0,3.0,10.0,710,2.0
10.0,7490.0,36.4,83.06,175.0,England,Nottingham,102.0,57.0,3.0,10.0,37.0,710,1.0
12.0,7500.0,36.28,83.05,175.0,England,The Oval,57.0,3.0,10.0,37.0,10.0,710,1.0
74.0,7512.0,36.47,83.17,175.0,England,Lord's,3.0,10.0,37.0,10.0,12.0,710,4.0
3.0,7586.0,36.31,83.14,175.0,England,Cardiff,10.0,37.0,10.0,12.0,74.0,720,1.0
44.0,7589.0,36.34,83.22,175.0,Kenya,Bloemfontein,37.0,10.0,12.0,74.0,3.0,720,3.0
2.0,7633.0,36.18,83.18,175.0,Kenya,Kimberley,10.0,12.0,74.0,3.0,44.0,720,1.0
22.0,7635.0,36.11,83.17,175.0,Australia,Melbourne,12.0,74.0,3.0,44.0,2.0,720,2.0
19.0,7657.0,36.03,83.04,175.0,Australia,Hobart,74.0,3.0,44.0,2.0,22.0,720,1.0
64.0,7676.0,36.16,83.27,175.0,Australia,Sydney,3.0,44.0,2.0,22.0,19.0,720,4.0
38.0,7740.0,36.17,83.41,175.0,Australia,Adelaide,44.0,2.0,22.0,19.0,64.0,730,2.0
7.0,7778.0,36.04,83.36,175.0,Australia,Perth,2.0,22.0,19.0,64.0,38.0,730,1.0
33.0,7785.0,36.02,83.38,175.0,Australia,Durban,22.0,19.0,64.0,38.0,7.0,730,2.0
2.0,7818.0,35.87,83.34,175.0,Australia,Centurion,19.0,64.0,38.0,7.0,33.0,730,1.0
26.0,7820.0,35.82,83.2,175.0,Australia,Cape Town,64.0,38.0,7.0,33.0,2.0,730,2.0
110.0,7846.0,36.16,83.34,175.0,Australia,Port Elizabeth,38.0,7.0,33.0,2.0,26.0,730,6.0
82.0,7956.0,36.37,83.32,175.0,Australia,Johannesburg,7.0,33.0,2.0,26.0,110.0,750,5.0
22.0,8038.0,36.3,83.32,175.0,England,Centurion,33.0,2.0,26.0,110.0,82.0,760,2.0
27.0,8060.0,36.26,83.25,175.0,India,Jaipur,2.0,26.0,110.0,82.0,22.0,760,2.0
7.0,8087.0,36.13,83.26,175.0,India,Gwalior,26.0,110.0,82.0,22.0,27.0,760,1.0
7.0,210.0,36.16,188.69,102.0,Sri Lanka,Sharjah,102.0,14.0,28.0,66.0,0.0,25,1.0
20.0,217.0,33.85,178.19,102.0,New Zealand,Sharjah,14.0,28.0,66.0,0.0,7.0,25,2.0
3.0,237.0,30.0,170.21,102.0,New Zealand,Sharjah,28.0,66.0,0.0,7.0,20.0,25,1.0
21.0,240.0,29.0,166.24,102.0,New Zealand,Sharjah,66.0,0.0,7.0,20.0,3.0,25,2.0
16.0,261.0,27.7,167.87,102.0,New Zealand,Gujranwala,0.0,7.0,20.0,3.0,21.0,25,1.0
2.0,277.0,25.36,161.27,102.0,New Zealand,Sialkot,7.0,20.0,3.0,21.0,16.0,25,1.0
6.0,279.0,23.75,159.21,102.0,Australia,Adelaide,20.0,3.0,21.0,16.0,2.0,25,1.0
3.0,285.0,22.15,149.22,102.0,West Indies,Adelaide,3.0,21.0,16.0,2.0,6.0,25,1.0
34.0,288.0,23.0,146.36,102.0,Australia,Sydney,21.0,16.0,2.0,6.0,3.0,25,2.0
2.0,322.0,21.6,144.0,102.0,West Indies,Brisbane,16.0,2.0,6.0,3.0,34.0,25,1.0
3.0,324.0,20.43,137.97,102.0,Australia,Hobart,2.0,6.0,3.0,34.0,2.0,25,1.0
29.0,327.0,20.94,139.06,102.0,West Indies,Perth,6.0,3.0,34.0,2.0,3.0,25,2.0
29.0,356.0,21.38,128.76,102.0,Australia,Melbourne,3.0,34.0,2.0,3.0,29.0,25,2.0
53.0,385.0,23.05,124.07,102.0,West Indies,Sydney,34.0,2.0,3.0,29.0,29.0,25,3.0
0.0,438.0,21.9,121.66,102.0,West Indies,Melbourne,2.0,3.0,29.0,29.0,53.0,35,1.0
67.0,438.0,24.04,121.68,102.0,Sri Lanka,Sharjah,3.0,29.0,29.0,53.0,0.0,30,4.0
1.0,505.0,23.0,121.34,102.0,Zimbabwe,Sharjah,29.0,29.0,53.0,0.0,67.0,40,1.0
7.0,506.0,22.3,121.56,102.0,Sri Lanka,Sharjah,29.0,53.0,0.0,67.0,1.0,40,1.0
5.0,513.0,21.58,119.08,102.0,Zimbabwe,Sharjah,53.0,0.0,67.0,1.0,7.0,40,1.0
8.0,518.0,21.04,119.54,102.0,Sri Lanka,Sharjah,0.0,67.0,1.0,7.0,5.0,40,1.0
59.0,526.0,22.5,120.37,102.0,New Zealand,Mohali,67.0,1.0,7.0,5.0,8.0,40,3.0
52.0,585.0,23.59,123.68,102.0,Sri Lanka,Gwalior,1.0,7.0,5.0,8.0,59.0,50,3.0
5.0,637.0,22.92,123.22,102.0,India,Chennai,7.0,5.0,8.0,59.0,52.0,60,1.0
18.0,642.0,22.75,124.29,102.0,Sri Lanka,Mohali,5.0,8.0,59.0,52.0,5.0,60,1.0
17.0,660.0,22.56,124.22,102.0,Sri Lanka,Kolkata,8.0,59.0,52.0,5.0,18.0,60,1.0
16.0,677.0,22.35,124.41,102.0,Sri Lanka,Colombo (RPS),59.0,52.0,5.0,18.0,17.0,60,1.0
4.0,693.0,22.48,124.91,102.0,Bangladesh,Colombo (RPS),52.0,5.0,18.0,17.0,16.0,60,1.0
0.0,697.0,22.48,124.46,102.0,India,Colombo (SSC),5.0,18.0,17.0,16.0,4.0,70,1.0
13.0,697.0,22.18,122.41,102.0,India,Toronto,18.0,17.0,16.0,4.0,0.0,70,1.0
0.0,710.0,21.51,121.57,102.0,India,Toronto,17.0,16.0,4.0,0.0,13.0,70,1.0
47.0,710.0,22.26,120.15,102.0,India,Toronto,16.0,4.0,0.0,13.0,0.0,65,3.0
44.0,757.0,22.88,119.91,102.0,India,Toronto,4.0,0.0,13.0,0.0,47.0,65,3.0
2.0,801.0,22.3,119.85,102.0,India,Toronto,0.0,13.0,0.0,47.0,44.0,65,1.0
39.0,803.0,22.75,120.28,102.0,India,Toronto,13.0,0.0,47.0,44.0,2.0,65,2.0
45.0,842.0,23.34,116.71,102.0,India,Hyderabad (Sind),0.0,47.0,44.0,2.0,39.0,65,3.0
72.0,887.0,24.58,117.52,102.0,India,Karachi,47.0,44.0,2.0,39.0,45.0,65,4.0
47.0,959.0,25.15,119.9,102.0,India,Lahore,44.0,2.0,39.0,45.0,72.0,75,3.0
7.0,1006.0,24.7,118.89,102.0,South Africa,Lahore,2.0,39.0,45.0,72.0,47.0,75,1.0
17.0,1013.0,24.52,116.38,102.0,West Indies,Lahore,39.0,45.0,72.0,47.0,7.0,75,1.0
39.0,1030.0,24.86,114.94,102.0,Sri Lanka,Lahore,45.0,72.0,47.0,7.0,17.0,75,2.0
67.0,1069.0,25.81,115.21,102.0,West Indies,Sharjah,72.0,47.0,7.0,17.0,39.0,75,4.0
19.0,1136.0,25.66,114.92,102.0,India,Sharjah,47.0,7.0,17.0,39.0,67.0,85,1.0
0.0,1155.0,25.1,114.81,102.0,England,Sharjah,7.0,17.0,39.0,67.0,19.0,85,1.0
5.0,1155.0,24.68,114.62,102.0,India,Dhaka,17.0,39.0,67.0,19.0,0.0,80,1.0
11.0,1160.0,24.39,113.57,102.0,Bangladesh,Dhaka,39.0,67.0,19.0,0.0,5.0,80,1.0
29.0,1171.0,24.48,111.94,102.0,India,Dhaka,67.0,19.0,0.0,5.0,11.0,80,2.0
21.0,1200.0,24.42,112.53,102.0,India,Dhaka,19.0,0.0,5.0,11.0,29.0,80,2.0
18.0,1221.0,24.29,112.12,102.0,India,Dhaka,0.0,5.0,11.0,29.0,21.0,80,1.0
30.0,1239.0,24.4,112.8,102.0,Zimbabwe,Harare,5.0,11.0,29.0,21.0,18.0,80,2.0
32.0,1269.0,24.54,113.62,102.0,Zimbabwe,Harare,11.0,29.0,21.0,18.0,30.0,80,2.0
19.0,1301.0,24.44,112.72,102.0,South Africa,Durban,29.0,21.0,18.0,30.0,32.0,80,1.0
17.0,1320.0,24.3,112.54,102.0,Sri Lanka,Paarl,21.0,18.0,30.0,32.0,19.0,80,1.0
6.0,1337.0,23.98,112.1,102.0,Sri Lanka,Benoni,18.0,30.0,32.0,19.0,17.0,80,1.0
8.0,1343.0,23.7,112.02,102.0,India,Toronto,30.0,32.0,19.0,17.0,6.0,80,1.0
56.0,1351.0,24.25,112.11,102.0,India,Toronto,32.0,19.0,17.0,6.0,8.0,80,3.0
0.0,1407.0,23.84,111.93,102.0,India,Toronto,19.0,17.0,6.0,8.0,56.0,90,1.0
109.0,1407.0,25.26,112.21,109.0,India,Toronto,17.0,6.0,8.0,56.0,0.0,85,6.0
10.0,1516.0,25.01,110.9,109.0,India,Toronto,6.0,8.0,56.0,0.0,109.0,105,1.0
4.0,1526.0,24.67,110.86,109.0,West Indies,Dhaka,8.0,56.0,0.0,109.0,10.0,105,1.0
6.0,1530.0,24.38,110.5,109.0,Australia,Karachi,56.0,0.0,109.0,10.0,4.0,105,1.0
40.0,1536.0,24.62,111.29,109.0,Australia,Lahore,0.0,109.0,10.0,4.0,6.0,105,3.0
2.0,1576.0,24.27,111.12,109.0,Zimbabwe,Gujranwala,109.0,10.0,4.0,6.0,40.0,105,1.0
26.0,1578.0,24.3,110.62,109.0,Zimbabwe,Sheikhupura,10.0,4.0,6.0,40.0,2.0,105,2.0
17.0,1604.0,24.19,110.12,109.0,Bangladesh,Dhaka,4.0,6.0,40.0,2.0,26.0,105,1.0
71.0,1621.0,24.88,109.72,109.0,Sri Lanka,Jamshedpur,6.0,40.0,2.0,26.0,17.0,105,4.0
38.0,1692.0,25.07,109.84,109.0,India,Jaipur,40.0,2.0,26.0,17.0,71.0,115,2.0
0.0,1730.0,24.71,109.56,109.0,Sri Lanka,Visakhapatnam,2.0,26.0,17.0,71.0,38.0,115,1.0
16.0,1730.0,24.59,109.12,109.0,India,Mohali,26.0,17.0,71.0,38.0,0.0,110,1.0
65.0,1746.0,25.15,109.03,109.0,India,Bengaluru,17.0,71.0,38.0,0.0,16.0,110,4.0
41.0,1811.0,25.36,107.98,109.0,England,Sharjah,71.0,38.0,0.0,16.0,65.0,120,3.0
28.0,1852.0,25.4,107.36,109.0,India,Sharjah,38.0,0.0,16.0,65.0,41.0,120,2.0
3.0,1880.0,25.1,106.92,109.0,England,Sharjah,0.0,16.0,65.0,41.0,28.0,120,1.0
5.0,1883.0,24.84,106.66,109.0,India,Sharjah,16.0,65.0,41.0,28.0,3.0,120,1.0
24.0,1888.0,24.83,105.57,109.0,India,Sharjah,65.0,41.0,28.0,3.0,5.0,120,2.0
11.0,1912.0,24.65,105.08,109.0,West Indies,Bristol,41.0,28.0,3.0,5.0,24.0,120,1.0
7.0,1923.0,24.43,104.94,109.0,Scotland,Chester-le-Street,28.0,3.0,5.0,24.0,11.0,120,1.0
17.0,1930.0,24.33,104.62,109.0,New Zealand,Derby,3.0,5.0,24.0,11.0,7.0,120,1.0
2.0,1947.0,24.06,104.5,109.0,Bangladesh,Northampton,5.0,24.0,11.0,7.0,17.0,120,1.0
6.0,1949.0,23.84,104.54,109.0,India,Manchester,24.0,11.0,7.0,17.0,2.0,120,1.0
37.0,1955.0,24.0,104.89,109.0,Zimbabwe,The Oval,11.0,7.0,17.0,2.0,6.0,120,2.0
13.0,1992.0,23.86,104.69,109.0,Australia,Lord's,7.0,17.0,2.0,6.0,37.0,120,1.0
58.0,2005.0,24.27,104.98,109.0,Sri Lanka,Sharjah,17.0,2.0,6.0,37.0,13.0,120,3.0
4.0,2063.0,24.03,104.28,109.0,West Indies,Sharjah,2.0,6.0,37.0,13.0,58.0,130,1.0
2.0,2067.0,23.78,103.91,109.0,Sri Lanka,Sharjah,6.0,37.0,13.0,58.0,4.0,130,1.0
0.0,2069.0,23.51,103.86,109.0,India,Brisbane,37.0,13.0,58.0,4.0,2.0,130,1.0
12.0,2069.0,23.38,103.42,109.0,India,Hobart,13.0,58.0,4.0,2.0,0.0,125,1.0
45.0,2081.0,23.62,103.2,109.0,Australia,Melbourne,58.0,4.0,2.0,0.0,12.0,125,3.0
9.0,2126.0,23.46,103.09,109.0,India,Adelaide,4.0,2.0,0.0,12.0,45.0,125,1.0
41.0,2135.0,23.65,102.15,109.0,India,Perth,2.0,0.0,12.0,45.0,9.0,125,3.0
0.0,2176.0,23.39,102.11,109.0,Australia,Melbourne,0.0,12.0,45.0,9.0,41.0,125,1.0
18.0,2176.0,23.34,102.52,109.0,Australia,Sydney,12.0,45.0,9.0,41.0,0.0,120,1.0
0.0,2194.0,23.09,102.47,109.0,India,Sharjah,45.0,9.0,41.0,0.0,18.0,120,1.0
6.0,2194.0,22.91,101.94,109.0,South Africa,Sharjah,9.0,41.0,0.0,18.0,0.0,115,1.0
28.0,2200.0,22.96,101.31,109.0,India,Sharjah,41.0,0.0,18.0,0.0,6.0,115,2.0
26.0,2228.0,23.0,100.44,109.0,South Africa,Sharjah,0.0,18.0,0.0,6.0,28.0,115,2.0
52.0,2254.0,23.29,100.61,109.0,South Africa,Sharjah,18.0,0.0,6.0,28.0,26.0,115,3.0
69.0,2306.0,23.75,100.59,109.0,Zimbabwe,St John's,0.0,6.0,28.0,26.0,52.0,125,4.0
5.0,2375.0,23.56,99.91,109.0,West Indies,Kingstown,6.0,28.0,26.0,52.0,69.0,135,1.0
19.0,2380.0,23.51,99.95,109.0,Zimbabwe,St George's,28.0,26.0,52.0,69.0,5.0,135,1.0
17.0,2399.0,23.45,99.71,109.0,West Indies,Bridgetown,26.0,52.0,69.0,5.0,19.0,135,1.0
21.0,2416.0,23.43,99.46,109.0,West Indies,Port of Spain,52.0,69.0,5.0,19.0,17.0,135,2.0
13.0,2437.0,23.33,98.87,109.0,West Indies,Port of Spain,69.0,5.0,19.0,17.0,21.0,135,1.0
45.0,2450.0,23.76,99.52,109.0,Bangladesh,Dhaka,5.0,19.0,17.0,21.0,13.0,135,3.0
21.0,2495.0,23.73,99.32,109.0,India,Dhaka,19.0,17.0,21.0,13.0,45.0,140,2.0
2.0,2516.0,23.75,99.17,109.0,Sri Lanka,Dhaka,17.0,21.0,13.0,45.0,21.0,140,1.0
22.0,2518.0,23.73,98.98,109.0,Sri Lanka,Dhaka,21.0,13.0,45.0,21.0,2.0,145,2.0
5.0,2540.0,23.56,98.56,109.0,Sri Lanka,Galle,13.0,45.0,21.0,2.0,22.0,145,1.0
33.0,2545.0,23.65,98.96,109.0,New Zealand,Singapore,45.0,21.0,2.0,22.0,5.0,145,2.0
25.0,2578.0,23.66,98.33,109.0,South Africa,Singapore,21.0,2.0,22.0,5.0,33.0,145,2.0
61.0,2603.0,24.0,98.08,109.0,England,Lahore,2.0,22.0,5.0,33.0,25.0,145,4.0
9.0,2664.0,23.86,98.16,109.0,England,Rawalpindi,22.0,5.0,33.0,25.0,61.0,155,1.0
4.0,2673.0,23.9,98.05,109.0,New Zealand,Auckland,5.0,33.0,25.0,61.0,9.0,155,1.0
10.0,2677.0,23.77,98.06,109.0,New Zealand,Napier,33.0,25.0,61.0,9.0,4.0,160,1.0
65.0,2687.0,24.14,98.46,109.0,New Zealand,Dunedin,25.0,61.0,9.0,4.0,10.0,160,4.0
21.0,2752.0,24.11,98.57,109.0,Sri Lanka,Sharjah,61.0,9.0,4.0,10.0,65.0,170,2.0
70.0,2773.0,24.5,99.54,109.0,New Zealand,Sharjah,9.0,4.0,10.0,65.0,21.0,170,4.0
13.0,2843.0,24.41,99.72,109.0,Sri Lanka,Sharjah,4.0,10.0,65.0,21.0,70.0,180,1.0
10.0,2856.0,24.28,99.86,109.0,Sri Lanka,Sharjah,10.0,65.0,21.0,70.0,13.0,180,1.0
25.0,2866.0,24.29,99.89,109.0,England,Birmingham,65.0,21.0,70.0,13.0,10.0,180,2.0
11.0,2891.0,24.18,99.96,109.0,Australia,Cardiff,21.0,70.0,13.0,10.0,25.0,180,1.0
30.0,2902.0,24.23,99.49,109.0,England,Lord's,70.0,13.0,10.0,25.0,11.0,180,2.0
2.0,2932.0,24.04,98.98,109.0,England,Leeds,13.0,10.0,25.0,11.0,30.0,180,1.0
23.0,2934.0,24.04,98.96,109.0,Sri Lanka,Sharjah,10.0,25.0,11.0,30.0,2.0,180,2.0
67.0,2957.0,24.38,98.53,109.0,Zimbabwe,Sharjah,25.0,11.0,30.0,2.0,23.0,180,4.0
58.0,3024.0,24.65,99.25,109.0,Zimbabwe,Sharjah,11.0,30.0,2.0,23.0,67.0,190,3.0
11.0,3082.0,24.54,99.38,109.0,Sri Lanka,Sharjah,30.0,2.0,23.0,67.0,58.0,200,1.0
35.0,3093.0,24.62,99.3,109.0,Sri Lanka,Sharjah,2.0,23.0,67.0,58.0,11.0,200,2.0
7.0,3128.0,24.49,99.24,109.0,Bangladesh,Chattogram,23.0,67.0,58.0,11.0,35.0,200,1.0
4.0,3135.0,24.33,98.89,109.0,Bangladesh,Dhaka,67.0,58.0,11.0,35.0,7.0,200,1.0
83.0,3139.0,24.78,100.12,109.0,Bangladesh,Dhaka,58.0,11.0,35.0,7.0,4.0,200,5.0
35.0,3222.0,24.86,99.63,109.0,West Indies,Sharjah,11.0,35.0,7.0,4.0,83.0,210,2.0
4.0,3257.0,24.7,99.51,109.0,West Indies,Sharjah,35.0,7.0,4.0,83.0,35.0,210,1.0
5.0,3261.0,24.55,99.48,109.0,West Indies,Sharjah,7.0,4.0,83.0,35.0,4.0,210,1.0
5.0,3266.0,24.41,99.3,109.0,Sri Lanka,Sharjah,4.0,83.0,35.0,4.0,5.0,210,1.0
56.0,3271.0,24.64,99.4,109.0,New Zealand,Sharjah,83.0,35.0,4.0,5.0,5.0,210,3.0
0.0,3327.0,24.46,99.25,109.0,Sri Lanka,Sharjah,35.0,4.0,5.0,5.0,56.0,220,1.0
108.0,3327.0,25.25,99.73,109.0,New Zealand,Sharjah,4.0,5.0,5.0,56.0,0.0,215,6.0
14.0,3435.0,25.17,99.88,109.0,Sri Lanka,Sharjah,5.0,5.0,56.0,0.0,108.0,240,1.0
1.0,3449.0,25.0,99.68,109.0,New Zealand,Karachi,5.0,56.0,0.0,108.0,14.0,240,1.0
40.0,3450.0,25.1,99.77,109.0,New Zealand,Rawalpindi,56.0,0.0,108.0,14.0,1.0,240,3.0
18.0,3490.0,25.05,99.77,109.0,New Zealand,Lahore,0.0,108.0,14.0,1.0,40.0,240,1.0
