Match Runs,Total Runs,Ave,Career SR,HS,Opposition,Ground,m1,m2,m3,m4,m5,Records,class
31.0,1004.0,32.34,68.86,123.0,South Africa,Brisbane,5.0,44.0,19.0,15.0,60.0,95,2.0
84.0,1035.0,33.9,69.71,123.0,New Zealand,Sydney,44.0,19.0,15.0,60.0,31.0,95,5.0
16.0,1119.0,33.38,69.54,123.0,South Africa,Perth,19.0,15.0,60.0,31.0,84.0,105,1.0
100.0,1135.0,35.28,70.73,123.0,New Zealand,Melbourne,15.0,60.0,31.0,84.0,16.0,105,6.0
33.0,1235.0,35.22,70.91,123.0,South Africa,Melbourne,60.0,31.0,84.0,16.0,100.0,125,2.0
47.0,1268.0,35.54,70.69,123.0,South Africa,Sydney,31.0,84.0,16.0,100.0,33.0,125,3.0
76.0,1315.0,36.6,71.11,123.0,South Africa,Sydney,84.0,16.0,100.0,33.0,47.0,125,4.0
10.0,1391.0,36.86,70.97,123.0,New Zealand,Christchurch,16.0,100.0,33.0,47.0,76.0,135,1.0
26.0,1401.0,36.58,71.2,123.0,New Zealand,Wellington,100.0,33.0,47.0,76.0,10.0,140,2.0
30.0,1427.0,36.42,71.03,123.0,New Zealand,Napier,33.0,47.0,76.0,10.0,26.0,140,2.0
10.0,1457.0,35.78,70.63,123.0,New Zealand,Auckland,47.0,76.0,10.0,26.0,30.0,140,1.0
12.0,1467.0,35.21,70.22,123.0,India,Kochi,76.0,10.0,26.0,30.0,10.0,140,1.0
53.0,1479.0,35.62,69.95,123.0,Zimbabwe,Ahmedabad,10.0,26.0,30.0,10.0,12.0,140,3.0
84.0,1532.0,36.72,69.38,123.0,India,Kanpur,26.0,30.0,10.0,12.0,53.0,150,5.0
145.0,1616.0,39.13,70.8,145.0,Zimbabwe,Delhi,30.0,10.0,12.0,53.0,84.0,160,6.0
41.0,1761.0,39.17,71.0,145.0,India,Delhi,10.0,12.0,53.0,84.0,145.0,180,3.0
52.0,1802.0,39.44,71.06,145.0,New Zealand,Sharjah,12.0,53.0,84.0,145.0,41.0,180,3.0
48.0,1854.0,39.62,71.12,145.0,India,Sharjah,53.0,84.0,145.0,41.0,52.0,190,3.0
31.0,1902.0,39.44,71.59,145.0,India,Sharjah,84.0,145.0,41.0,52.0,48.0,190,2.0
1.0,1933.0,38.68,71.57,145.0,India,Sharjah,145.0,41.0,52.0,48.0,31.0,190,1.0
41.0,1934.0,38.72,71.68,145.0,India,Dhaka,41.0,52.0,48.0,31.0,1.0,190,3.0
16.0,1975.0,38.28,71.74,145.0,Pakistan,Karachi,52.0,48.0,31.0,1.0,41.0,190,1.0
55.0,1991.0,38.6,71.91,145.0,Pakistan,Peshawar,48.0,31.0,1.0,41.0,16.0,190,3.0
124.0,2046.0,40.94,72.96,145.0,Pakistan,Lahore,31.0,1.0,41.0,16.0,55.0,200,6.0
8.0,2170.0,40.33,72.79,145.0,England,Brisbane,1.0,41.0,16.0,55.0,124.0,225,1.0
43.0,2178.0,41.12,72.79,145.0,Sri Lanka,Sydney,41.0,16.0,55.0,124.0,8.0,225,3.0
75.0,2221.0,42.51,72.88,145.0,England,Melbourne,16.0,55.0,124.0,8.0,43.0,230,4.0
6.0,2296.0,41.85,72.77,145.0,England,Sydney,55.0,124.0,8.0,43.0,75.0,245,1.0
39.0,2302.0,41.8,72.7,145.0,Sri Lanka,Perth,124.0,8.0,43.0,75.0,6.0,245,2.0
43.0,2341.0,41.82,72.43,145.0,England,Sydney,8.0,43.0,75.0,6.0,39.0,245,3.0
61.0,2384.0,42.15,72.87,145.0,Sri Lanka,Melbourne,43.0,75.0,6.0,39.0,43.0,245,4.0
10.0,2445.0,41.61,72.87,145.0,England,Sydney,75.0,6.0,39.0,43.0,61.0,255,1.0
37.0,2455.0,41.53,73.03,145.0,England,Melbourne,6.0,39.0,43.0,61.0,10.0,255,2.0
23.0,2492.0,41.22,72.98,145.0,West Indies,Kingstown,39.0,43.0,61.0,10.0,37.0,255,2.0
7.0,2515.0,40.67,72.93,145.0,West Indies,Port of Spain,43.0,61.0,10.0,37.0,23.0,255,1.0
0.0,2522.0,40.03,72.91,145.0,West Indies,Georgetown,61.0,10.0,37.0,23.0,7.0,255,1.0
43.0,2522.0,40.07,72.43,145.0,West Indies,Bridgetown,10.0,37.0,23.0,7.0,0.0,250,3.0
1.0,2565.0,39.47,72.36,145.0,West Indies,Bridgetown,37.0,23.0,7.0,0.0,43.0,250,1.0
33.0,2566.0,39.37,72.03,145.0,Scotland,Worcester,23.0,7.0,0.0,43.0,1.0,250,2.0
47.0,2599.0,39.49,71.59,145.0,New Zealand,Cardiff,7.0,0.0,43.0,1.0,33.0,250,3.0
47.0,2646.0,39.6,71.69,145.0,Pakistan,Leeds,0.0,43.0,1.0,33.0,47.0,250,3.0
18.0,2693.0,39.86,71.98,145.0,Bangladesh,Chester-le-Street,43.0,1.0,33.0,47.0,47.0,250,1.0
20.0,2711.0,39.57,71.45,145.0,West Indies,Manchester,1.0,33.0,47.0,47.0,18.0,255,2.0
23.0,2731.0,39.34,71.38,145.0,India,The Oval,33.0,47.0,47.0,18.0,20.0,255,2.0
36.0,2754.0,39.29,71.66,145.0,Zimbabwe,Lord's,47.0,47.0,18.0,20.0,23.0,255,2.0
69.0,2790.0,39.7,71.42,145.0,South Africa,Leeds,47.0,18.0,20.0,23.0,36.0,255,4.0
37.0,2859.0,39.67,71.48,145.0,South Africa,Birmingham,18.0,20.0,23.0,36.0,69.0,265,2.0
24.0,2896.0,39.45,71.6,145.0,Pakistan,Lord's,20.0,23.0,36.0,69.0,37.0,265,2.0
38.0,2920.0,39.44,71.25,145.0,Sri Lanka,Galle,23.0,36.0,69.0,37.0,24.0,265,2.0
1.0,2958.0,39.45,71.19,145.0,India,Galle,36.0,69.0,37.0,24.0,38.0,265,1.0
14.0,2959.0,39.11,71.05,145.0,Sri Lanka,Colombo (RPS),69.0,37.0,24.0,38.0,1.0,270,1.0
32.0,2973.0,39.02,71.04,145.0,India,Colombo (SSC),37.0,24.0,38.0,1.0,14.0,270,2.0
18.0,3005.0,38.75,70.84,145.0,Sri Lanka,Colombo (RPS),24.0,38.0,1.0,14.0,32.0,270,1.0
67.0,3023.0,39.11,70.92,145.0,Zimbabwe,Bulawayo,38.0,1.0,14.0,32.0,18.0,270,4.0
31.0,3090.0,39.5,70.88,145.0,Zimbabwe,Harare,1.0,14.0,32.0,18.0,67.0,280,2.0
87.0,3121.0,40.6,71.08,145.0,Zimbabwe,Harare,14.0,32.0,18.0,67.0,31.0,285,5.0
32.0,3208.0,40.5,71.3,145.0,Pakistan,Brisbane,32.0,18.0,67.0,31.0,87.0,300,2.0
115.0,3240.0,41.41,71.91,145.0,India,Melbourne,18.0,67.0,31.0,87.0,32.0,300,6.0
0.0,3355.0,40.91,71.85,145.0,India,Sydney,67.0,31.0,87.0,32.0,115.0,320,1.0
0.0,3355.0,40.42,71.81,145.0,Pakistan,Melbourne,31.0,87.0,32.0,115.0,0.0,315,1.0
0.0,3355.0,39.94,71.79,145.0,Pakistan,Sydney,87.0,32.0,115.0,0.0,0.0,310,1.0
53.0,3355.0,40.09,71.94,145.0,Pakistan,Melbourne,32.0,115.0,0.0,0.0,0.0,305,3.0
43.0,3408.0,40.12,72.34,145.0,India,Adelaide,115.0,0.0,0.0,0.0,53.0,315,3.0
33.0,3451.0,40.04,72.25,145.0,India,Perth,0.0,0.0,0.0,53.0,43.0,315,2.0
50.0,3484.0,40.15,72.16,145.0,Pakistan,Melbourne,0.0,0.0,53.0,43.0,33.0,315,3.0
78.0,3534.0,40.58,72.57,145.0,Pakistan,Sydney,0.0,53.0,43.0,33.0,50.0,325,4.0
16.0,3612.0,40.31,72.56,145.0,South Africa,Melbourne (Docklands),53.0,43.0,33.0,50.0,78.0,335,1.0
39.0,3628.0,40.29,72.45,145.0,South Africa,Melbourne (Docklands),43.0,33.0,50.0,78.0,16.0,335,2.0
5.0,3667.0,39.91,72.39,145.0,South Africa,Melbourne (Docklands),33.0,50.0,78.0,16.0,39.0,335,1.0
46.0,3672.0,39.97,72.46,145.0,India,Nairobi (Gym),50.0,78.0,16.0,39.0,5.0,335,3.0
73.0,3718.0,40.32,72.47,145.0,West Indies,Melbourne,78.0,16.0,39.0,5.0,46.0,335,4.0
10.0,3791.0,40.43,72.4,145.0,West Indies,Brisbane,16.0,39.0,5.0,46.0,73.0,345,1.0
93.0,3801.0,40.98,73.14,145.0,West Indies,Sydney,39.0,5.0,46.0,73.0,10.0,350,5.0
68.0,3894.0,41.27,73.41,145.0,Zimbabwe,Melbourne,5.0,46.0,73.0,10.0,93.0,360,4.0
15.0,3962.0,41.0,73.4,145.0,Zimbabwe,Sydney,46.0,73.0,10.0,93.0,68.0,370,1.0
6.0,3977.0,40.64,73.41,145.0,Zimbabwe,Hobart,73.0,10.0,93.0,68.0,15.0,370,1.0
32.0,3983.0,40.55,73.57,145.0,Zimbabwe,Perth,10.0,93.0,68.0,15.0,6.0,370,2.0
33.0,4015.0,40.48,73.5,145.0,West Indies,Sydney,93.0,68.0,15.0,6.0,32.0,370,2.0
63.0,4048.0,40.7,73.8,145.0,West Indies,Melbourne,68.0,15.0,6.0,32.0,33.0,370,4.0
9.0,4111.0,40.39,73.78,145.0,India,Bengaluru,15.0,6.0,32.0,33.0,63.0,380,1.0
23.0,4120.0,40.22,73.77,145.0,India,Indore,6.0,32.0,33.0,63.0,9.0,380,2.0
101.0,4143.0,40.8,74.13,145.0,India,Visakhapatnam,32.0,33.0,63.0,9.0,23.0,380,6.0
4.0,4244.0,40.45,74.14,145.0,India,Margao,33.0,63.0,9.0,23.0,101.0,400,1.0
70.0,4248.0,40.73,74.48,145.0,Pakistan,Cardiff,63.0,9.0,23.0,101.0,4.0,400,4.0
102.0,4318.0,41.3,74.75,145.0,England,Bristol,9.0,23.0,101.0,4.0,70.0,410,6.0
21.0,4420.0,41.12,74.8,145.0,England,Manchester,23.0,101.0,4.0,70.0,102.0,430,2.0
70.0,4441.0,41.76,75.08,145.0,England,The Oval,101.0,4.0,70.0,102.0,21.0,430,4.0
35.0,4511.0,42.09,75.37,145.0,Pakistan,Lord's,4.0,70.0,102.0,21.0,70.0,445,2.0
45.0,4546.0,42.11,75.44,145.0,New Zealand,Melbourne,70.0,102.0,21.0,70.0,35.0,450,3.0
51.0,4591.0,42.2,75.35,145.0,South Africa,Melbourne,102.0,21.0,70.0,35.0,45.0,450,3.0
11.0,4642.0,41.91,75.32,145.0,New Zealand,Sydney,21.0,70.0,35.0,45.0,51.0,460,1.0
80.0,4653.0,42.25,75.46,145.0,South Africa,Brisbane,70.0,35.0,45.0,51.0,11.0,460,5.0
33.0,4733.0,42.17,75.54,145.0,South Africa,Sydney,35.0,45.0,51.0,11.0,80.0,470,2.0
0.0,4766.0,41.8,75.51,145.0,New Zealand,Adelaide,45.0,51.0,11.0,80.0,33.0,470,1.0
8.0,4766.0,41.51,75.44,145.0,New Zealand,Melbourne,51.0,11.0,80.0,33.0,0.0,465,1.0
26.0,4774.0,41.37,75.48,145.0,South Africa,Perth,11.0,80.0,33.0,0.0,8.0,465,2.0
14.0,4800.0,41.14,75.44,145.0,South Africa,Johannesburg,80.0,33.0,0.0,8.0,26.0,465,1.0
0.0,4814.0,40.79,75.43,145.0,South Africa,Centurion,33.0,0.0,8.0,26.0,14.0,465,1.0
3.0,4814.0,40.47,75.34,145.0,South Africa,Potchefstroom,0.0,8.0,26.0,14.0,0.0,460,1.0
129.0,4817.0,41.21,75.87,145.0,South Africa,Bloemfontein,8.0,26.0,14.0,0.0,3.0,460,6.0
44.0,4946.0,41.58,75.91,145.0,South Africa,Durban,26.0,14.0,0.0,3.0,129.0,480,3.0
92.0,4990.0,42.0,76.07,145.0,South Africa,Port Elizabeth,14.0,0.0,3.0,129.0,44.0,485,5.0
1.0,5082.0,41.66,76.05,145.0,South Africa,Cape Town,0.0,3.0,129.0,44.0,92.0,495,1.0
13.0,5083.0,41.43,75.95,145.0,Pakistan,Melbourne (Docklands),3.0,129.0,44.0,92.0,1.0,495,1.0
0.0,5096.0,41.09,75.93,145.0,Pakistan,Melbourne (Docklands),129.0,44.0,92.0,1.0,13.0,495,1.0
14.0,5096.0,40.88,75.89,145.0,Pakistan,Brisbane,44.0,92.0,1.0,13.0,0.0,490,1.0
65.0,5110.0,41.07,76.04,145.0,Pakistan,Nairobi (Gym),92.0,1.0,13.0,0.0,14.0,490,4.0
21.0,5175.0,41.23,76.08,145.0,Pakistan,Nairobi (Gym),1.0,13.0,0.0,14.0,65.0,500,2.0
29.0,5196.0,41.46,76.14,145.0,Pakistan,Nairobi (Gym),13.0,0.0,14.0,65.0,21.0,505,2.0
37.0,5225.0,41.43,76.33,145.0,New Zealand,Colombo (SSC),0.0,14.0,65.0,21.0,29.0,510,2.0
9.0,5262.0,41.5,76.4,145.0,Bangladesh,Colombo (SSC),14.0,65.0,21.0,29.0,37.0,510,1.0
3.0,5271.0,41.2,76.2,145.0,Sri Lanka,Colombo (RPS),65.0,21.0,29.0,37.0,9.0,515,1.0
18.0,5274.0,41.02,76.13,145.0,England,Sydney,21.0,29.0,37.0,9.0,3.0,515,1.0
119.0,5292.0,41.62,76.49,145.0,England,Melbourne,29.0,37.0,9.0,3.0,18.0,515,6.0
17.0,5411.0,41.43,76.5,145.0,Sri Lanka,Perth,37.0,9.0,3.0,18.0,119.0,535,1.0
15.0,5428.0,41.23,76.54,145.0,Sri Lanka,Sydney,9.0,3.0,18.0,119.0,17.0,535,1.0
15.0,5443.0,41.03,76.53,145.0,England,Hobart,3.0,18.0,119.0,17.0,15.0,535,1.0
15.0,5458.0,40.84,76.32,145.0,Sri Lanka,Brisbane,18.0,119.0,17.0,15.0,15.0,535,1.0
106.0,5473.0,41.63,76.76,145.0,Sri Lanka,Melbourne,119.0,17.0,15.0,15.0,15.0,535,6.0
1.0,5579.0,41.33,76.69,145.0,England,Melbourne,17.0,15.0,15.0,15.0,106.0,560,1.0
53.0,5580.0,41.41,76.71,145.0,Pakistan,Johannesburg,15.0,15.0,15.0,106.0,1.0,560,3.0
24.0,5633.0,41.59,76.78,145.0,India,Centurion,15.0,15.0,106.0,1.0,53.0,570,2.0
38.0,5657.0,41.56,76.64,145.0,Zimbabwe,Bulawayo,15.0,106.0,1.0,53.0,24.0,575,2.0
2.0,5695.0,41.28,76.58,145.0,Namibia,Potchefstroom,106.0,1.0,53.0,24.0,38.0,575,1.0
18.0,5697.0,41.11,76.6,145.0,England,Port Elizabeth,1.0,53.0,24.0,38.0,2.0,575,1.0
114.0,5715.0,41.63,77.01,145.0,Sri Lanka,Centurion,53.0,24.0,38.0,2.0,18.0,575,6.0
6.0,5829.0,41.38,76.88,145.0,New Zealand,Port Elizabeth,24.0,38.0,2.0,18.0,114.0,595,1.0
18.0,5835.0,41.21,76.82,145.0,Kenya,Durban,38.0,2.0,18.0,114.0,6.0,595,1.0
2.0,5853.0,40.94,76.76,145.0,Sri Lanka,Port Elizabeth,2.0,18.0,114.0,6.0,18.0,595,1.0
140.0,5855.0,41.92,77.37,145.0,India,Johannesburg,18.0,114.0,6.0,18.0,2.0,595,6.0
59.0,5995.0,42.04,77.47,145.0,West Indies,Kingston,114.0,6.0,18.0,2.0,140.0,620,3.0
57.0,6054.0,42.43,77.5,145.0,West Indies,Kingston,6.0,18.0,2.0,140.0,59.0,630,3.0
32.0,6111.0,42.36,77.56,145.0,West Indies,Gros Islet,18.0,2.0,140.0,59.0,57.0,645,2.0
38.0,6143.0,42.33,77.58,145.0,West Indies,Port of Spain,2.0,140.0,59.0,57.0,32.0,645,2.0
10.0,6181.0,42.11,77.51,145.0,West Indies,Port of Spain,140.0,59.0,57.0,32.0,38.0,645,1.0
2.0,6191.0,41.84,77.48,145.0,West Indies,St George's,59.0,57.0,32.0,38.0,10.0,645,1.0
2.0,6193.0,41.85,77.43,145.0,West Indies,St George's,57.0,32.0,38.0,10.0,2.0,645,1.0
29.0,6195.0,41.77,77.17,145.0,Bangladesh,Cairns,32.0,38.0,10.0,2.0,2.0,650,2.0
101.0,6224.0,42.16,77.29,145.0,Bangladesh,Darwin,38.0,10.0,2.0,2.0,29.0,650,6.0
2.0,6325.0,41.9,77.27,145.0,India,Gwalior,10.0,2.0,2.0,29.0,101.0,670,1.0
12.0,6327.0,41.7,77.16,145.0,New Zealand,Faridabad,2.0,2.0,29.0,101.0,2.0,670,1.0
31.0,6339.0,41.63,77.19,145.0,India,Mumbai,2.0,29.0,101.0,2.0,12.0,670,2.0
16.0,6370.0,41.46,77.16,145.0,New Zealand,Pune,29.0,101.0,2.0,12.0,31.0,670,1.0
52.0,6386.0,41.53,77.0,145.0,New Zealand,Guwahati,101.0,2.0,12.0,31.0,16.0,670,3.0
108.0,6438.0,42.23,77.34,145.0,India,Bengaluru,2.0,12.0,31.0,16.0,52.0,680,6.0
36.0,6546.0,42.19,77.36,145.0,India,Kolkata,12.0,31.0,16.0,52.0,108.0,705,2.0
18.0,6582.0,42.03,77.4,145.0,India,Melbourne,31.0,16.0,52.0,108.0,36.0,705,1.0
21.0,6600.0,41.9,77.36,145.0,Zimbabwe,Sydney,16.0,52.0,108.0,36.0,18.0,705,2.0
37.0,6621.0,41.87,77.38,145.0,Zimbabwe,Hobart,52.0,108.0,36.0,18.0,21.0,705,2.0
7.0,6658.0,41.65,77.34,145.0,India,Brisbane,108.0,36.0,18.0,21.0,37.0,705,1.0
42.0,6665.0,41.65,77.34,145.0,India,Sydney,36.0,18.0,21.0,37.0,7.0,705,3.0
63.0,6707.0,41.79,77.44,145.0,Zimbabwe,Adelaide,18.0,21.0,37.0,7.0,42.0,705,4.0
35.0,6770.0,41.74,77.32,145.0,Zimbabwe,Melbourne,21.0,37.0,7.0,42.0,63.0,715,2.0
88.0,6805.0,42.03,77.62,145.0,India,Melbourne,37.0,7.0,42.0,63.0,35.0,715,5.0
4.0,6893.0,41.8,77.59,145.0,India,Sydney,7.0,42.0,63.0,35.0,88.0,725,1.0
58.0,6897.0,41.89,77.52,145.0,Sri Lanka,Dambulla,42.0,63.0,35.0,88.0,4.0,725,3.0
69.0,6955.0,42.05,77.49,145.0,Sri Lanka,Dambulla,63.0,35.0,88.0,4.0,58.0,735,4.0
63.0,7024.0,42.18,77.54,145.0,Sri Lanka,Colombo (RPS),35.0,88.0,4.0,58.0,69.0,745,4.0
67.0,7087.0,42.33,77.6,145.0,Sri Lanka,Colombo (RPS),88.0,4.0,58.0,69.0,63.0,755,4.0
91.0,7154.0,42.61,77.81,145.0,Zimbabwe,Harare,4.0,58.0,69.0,63.0,67.0,765,5.0
10.0,7245.0,42.42,77.83,145.0,Zimbabwe,Harare,58.0,69.0,63.0,67.0,91.0,775,1.0
26.0,7255.0,42.33,77.87,145.0,India,Amstelveen,69.0,63.0,67.0,91.0,10.0,775,2.0
25.0,7281.0,42.23,77.77,145.0,Pakistan,Amstelveen,63.0,67.0,91.0,10.0,26.0,775,2.0
4.0,7306.0,42.01,77.77,145.0,Pakistan,Lord's,67.0,91.0,10.0,26.0,25.0,775,1.0
8.0,7310.0,42.05,77.79,145.0,U.S.A.,Southampton,91.0,10.0,26.0,25.0,4.0,775,1.0
14.0,7318.0,41.89,77.7,145.0,New Zealand,The Oval,10.0,26.0,25.0,4.0,8.0,780,1.0
29.0,7332.0,41.82,77.67,145.0,England,Birmingham,26.0,25.0,4.0,8.0,14.0,780,2.0
29.0,7361.0,41.75,77.57,145.0,New Zealand,Melbourne (Docklands),25.0,4.0,8.0,14.0,29.0,780,2.0
32.0,7390.0,41.69,77.61,145.0,New Zealand,Sydney,4.0,8.0,14.0,29.0,29.0,780,2.0
115.0,7422.0,42.1,77.99,145.0,Asia XI,Melbourne,8.0,14.0,29.0,29.0,32.0,780,6.0
78.0,7537.0,42.3,78.05,145.0,West Indies,Melbourne,14.0,29.0,29.0,32.0,115.0,800,4.0
6.0,7615.0,42.1,78.05,145.0,Pakistan,Hobart,29.0,29.0,32.0,115.0,78.0,810,1.0
2.0,7621.0,41.88,77.99,145.0,West Indies,Brisbane,29.0,32.0,115.0,78.0,6.0,810,1.0
17.0,7623.0,41.97,77.76,145.0,Pakistan,Sydney,32.0,115.0,78.0,6.0,2.0,810,1.0
0.0,7640.0,41.74,77.74,145.0,West Indies,Adelaide,115.0,78.0,6.0,2.0,17.0,815,1.0
29.0,7640.0,41.67,77.68,145.0,Pakistan,Perth,78.0,6.0,2.0,17.0,0.0,810,2.0
11.0,7669.0,41.51,77.67,145.0,Pakistan,Melbourne,6.0,2.0,17.0,0.0,29.0,810,1.0
41.0,7680.0,41.51,77.61,145.0,Pakistan,Sydney,2.0,17.0,0.0,29.0,11.0,810,3.0
61.0,7721.0,41.61,77.57,145.0,New Zealand,Wellington,17.0,0.0,29.0,11.0,41.0,810,4.0
53.0,7782.0,41.67,77.65,145.0,New Zealand,Christchurch,0.0,29.0,11.0,41.0,61.0,820,3.0
11.0,7835.0,41.51,77.62,145.0,New Zealand,Auckland,29.0,11.0,41.0,61.0,53.0,830,1.0
141.0,7846.0,42.25,78.04,145.0,New Zealand,Napier,11.0,41.0,61.0,53.0,11.0,830,6.0
1.0,7987.0,42.04,77.93,145.0,Bangladesh,Cardiff,41.0,61.0,53.0,11.0,141.0,855,1.0
0.0,7988.0,41.82,77.92,145.0,England,Bristol,61.0,53.0,11.0,141.0,1.0,855,1.0
27.0,7988.0,41.74,77.88,145.0,England,Chester-le-Street,53.0,11.0,141.0,1.0,0.0,850,2.0
34.0,8015.0,41.7,77.91,145.0,England,Birmingham,11.0,141.0,1.0,0.0,27.0,850,2.0
66.0,8049.0,41.82,77.83,145.0,Bangladesh,Canterbury,141.0,1.0,0.0,27.0,34.0,850,4.0
7.0,8115.0,41.65,77.76,145.0,England,Lord's,1.0,0.0,27.0,34.0,66.0,860,1.0
14.0,8122.0,41.51,77.67,145.0,England,Leeds,0.0,27.0,34.0,66.0,7.0,860,1.0
111.0,8136.0,41.86,77.88,145.0,England,Lord's,27.0,34.0,66.0,7.0,14.0,860,6.0
43.0,8247.0,41.86,77.96,145.0,England,The Oval,34.0,66.0,7.0,14.0,111.0,880,3.0
23.0,8290.0,41.77,77.98,145.0,ICC World XI,Melbourne (Docklands),66.0,7.0,14.0,111.0,43.0,880,2.0
66.0,8313.0,41.89,78.07,145.0,ICC World XI,Melbourne (Docklands),7.0,14.0,111.0,43.0,23.0,880,4.0
68.0,8379.0,42.02,78.09,145.0,ICC World XI,Melbourne (Docklands),14.0,111.0,43.0,23.0,66.0,890,4.0
63.0,8447.0,42.12,78.21,145.0,New Zealand,Auckland,111.0,43.0,23.0,66.0,68.0,900,4.0
28.0,8510.0,42.05,78.24,145.0,New Zealand,Wellington,43.0,23.0,66.0,68.0,63.0,910,2.0
75.0,8538.0,42.22,78.44,145.0,New Zealand,Christchurch,23.0,66.0,68.0,63.0,28.0,910,4.0
13.0,8613.0,42.07,78.43,145.0,Sri Lanka,Melbourne (Docklands),66.0,68.0,63.0,28.0,75.0,920,1.0
33.0,8626.0,42.03,78.4,145.0,South Africa,Brisbane,68.0,63.0,28.0,75.0,13.0,920,2.0
9.0,8659.0,41.87,78.35,145.0,South Africa,Melbourne (Docklands),63.0,28.0,75.0,13.0,33.0,920,1.0
13.0,8668.0,41.73,78.29,145.0,Sri Lanka,Sydney,28.0,75.0,13.0,33.0,9.0,920,1.0
53.0,8681.0,41.78,78.33,145.0,South Africa,Melbourne (Docklands),75.0,13.0,33.0,9.0,13.0,920,3.0
72.0,8734.0,41.93,78.54,145.0,South Africa,Sydney,13.0,33.0,9.0,13.0,53.0,930,4.0
0.0,8806.0,41.73,78.54,145.0,Sri Lanka,Adelaide,33.0,9.0,13.0,53.0,72.0,940,1.0
124.0,8806.0,42.12,78.76,145.0,Sri Lanka,Sydney,9.0,13.0,53.0,72.0,0.0,935,6.0
28.0,8930.0,42.25,78.72,145.0,Sri Lanka,Brisbane,13.0,53.0,72.0,0.0,124.0,955,2.0
62.0,8958.0,42.34,78.7,145.0,South Africa,Port Elizabeth,53.0,72.0,0.0,124.0,28.0,960,4.0
7.0,9020.0,42.18,78.64,145.0,South Africa,Durban,72.0,0.0,124.0,28.0,62.0,970,1.0
164.0,9027.0,42.74,79.34,164.0,South Africa,Johannesburg,0.0,124.0,28.0,62.0,7.0,970,6.0
14.0,9191.0,42.61,79.25,164.0,Bangladesh,Chattogram,124.0,28.0,62.0,7.0,164.0,990,1.0
5.0,9205.0,42.44,79.25,164.0,Bangladesh,Fatullah,28.0,62.0,7.0,164.0,14.0,990,1.0
54.0,9210.0,42.49,79.36,164.0,West Indies,Kuala Lumpur,62.0,7.0,164.0,14.0,5.0,990,3.0
19.0,9264.0,42.38,79.38,164.0,India,Kuala Lumpur,7.0,164.0,14.0,5.0,54.0,1000,1.0
4.0,9283.0,42.21,79.35,164.0,India,Kuala Lumpur,164.0,14.0,5.0,54.0,19.0,1000,1.0
6.0,9287.0,42.04,79.32,164.0,West Indies,Kuala Lumpur,14.0,5.0,54.0,19.0,4.0,1000,1.0
1.0,9293.0,41.86,79.3,164.0,West Indies,Mumbai (BS),5.0,54.0,19.0,4.0,6.0,1000,1.0
1.0,9294.0,41.68,79.28,164.0,England,Jaipur,54.0,19.0,4.0,6.0,1.0,1000,1.0
58.0,9295.0,41.75,79.3,164.0,India,Mohali,19.0,4.0,6.0,1.0,1.0,1000,3.0
58.0,9353.0,41.82,79.26,164.0,New Zealand,Mohali,4.0,6.0,1.0,1.0,58.0,1010,3.0
0.0,9411.0,41.64,79.25,164.0,West Indies,Mumbai (BS),6.0,1.0,1.0,58.0,58.0,1020,1.0
82.0,9411.0,42.0,79.29,164.0,England,Melbourne,1.0,1.0,58.0,58.0,0.0,1015,5.0
10.0,9493.0,41.86,79.23,164.0,New Zealand,Hobart,1.0,58.0,58.0,0.0,82.0,1030,1.0
5.0,9503.0,41.7,79.18,164.0,New Zealand,Sydney,58.0,58.0,0.0,82.0,10.0,1030,1.0
51.0,9508.0,41.92,79.2,164.0,England,Adelaide,58.0,0.0,82.0,10.0,5.0,1030,3.0
111.0,9559.0,42.22,79.32,164.0,New Zealand,Perth,0.0,82.0,10.0,5.0,51.0,1045,6.0
104.0,9670.0,42.49,79.43,164.0,New Zealand,Melbourne,82.0,10.0,5.0,51.0,111.0,1065,6.0
75.0,9774.0,42.63,79.56,164.0,England,Melbourne,10.0,5.0,51.0,111.0,104.0,1085,4.0
7.0,9849.0,42.48,79.58,164.0,England,Sydney,5.0,51.0,111.0,104.0,75.0,1095,1.0
113.0,9856.0,42.78,79.89,164.0,Scotland,Basseterre,51.0,111.0,104.0,75.0,7.0,1095,6.0
23.0,9969.0,42.7,79.93,164.0,Netherlands,Basseterre,111.0,104.0,75.0,7.0,113.0,1115,2.0
91.0,9992.0,42.9,80.08,164.0,South Africa,Basseterre,104.0,75.0,7.0,113.0,23.0,1115,5.0
35.0,10083.0,42.87,80.12,164.0,West Indies,North Sound,75.0,7.0,113.0,23.0,91.0,1125,2.0
86.0,10118.0,43.05,80.13,164.0,England,North Sound,7.0,113.0,23.0,91.0,35.0,1125,5.0
66.0,10204.0,43.33,80.15,164.0,Sri Lanka,St George's,113.0,23.0,91.0,35.0,86.0,1135,4.0
66.0,10270.0,43.42,80.22,164.0,New Zealand,St George's,23.0,91.0,35.0,86.0,66.0,1150,4.0
22.0,10336.0,43.33,80.24,164.0,South Africa,Gros Islet,91.0,35.0,86.0,66.0,66.0,1160,2.0
37.0,10358.0,43.31,80.27,164.0,Sri Lanka,Bridgetown,35.0,86.0,66.0,66.0,22.0,1160,2.0
25.0,10395.0,43.23,80.19,164.0,India,Hyderabad (Deccan),86.0,66.0,66.0,22.0,37.0,1160,2.0
